,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parsopercularis-lh,rostralanteriorcingulate-lh,temporalpole-lh,transversetemporal-rh
caudalanteriorcingulate-rh,0.564935064935065,0.06493506493506493,0.0,0.11688311688311688,0.0,0.15584415584415584,0.09740259740259741,0.0
entorhinal-lh,0.03278688524590164,0.726775956284153,0.0,0.00546448087431694,0.0,0.03825136612021858,0.18032786885245902,0.01639344262295082
frontalpole-lh,0.010638297872340425,0.0,0.6595744680851063,0.20212765957446807,0.047872340425531915,0.031914893617021274,0.047872340425531915,0.0
frontalpole-rh,0.08602150537634409,0.0,0.22043010752688172,0.5752688172043011,0.0,0.0967741935483871,0.021505376344086023,0.0
parsopercularis-lh,0.0,0.0,0.03968253968253968,0.0,0.8809523809523809,0.0,0.07936507936507936,0.0
rostralanteriorcingulate-lh,0.0916030534351145,0.03816793893129771,0.061068702290076333,0.15267175572519084,0.0,0.6564885496183206,0.0,0.0
temporalpole-lh,0.07339449541284404,0.13761467889908258,0.04128440366972477,0.027522935779816515,0.06422018348623854,0.009174311926605505,0.6284403669724771,0.01834862385321101
transversetemporal-rh,0.0,0.011111111111111112,0.0,0.0,0.0,0.0,0.022222222222222223,0.9666666666666667
