,entorhinal-lh,entorhinal-rh,frontalpole-lh,lateralorbitofrontal-lh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-lh,0.5164835164835165,0.10989010989010989,0.12087912087912088,0.0,0.04395604395604396,0.06593406593406594,0.07692307692307693,0.06593406593406594
entorhinal-rh,0.1232876712328767,0.6438356164383562,0.0,0.0,0.0136986301369863,0.0,0.0273972602739726,0.1917808219178082
frontalpole-lh,0.21212121212121213,0.0,0.6212121212121212,0.0,0.13636363636363635,0.0,0.030303030303030304,0.0
lateralorbitofrontal-lh,0.0,0.0,0.017241379310344827,0.46551724137931033,0.3448275862068966,0.1724137931034483,0.0,0.0
parsorbitalis-lh,0.08974358974358974,0.0,0.11538461538461539,0.1794871794871795,0.5769230769230769,0.02564102564102564,0.01282051282051282,0.0
temporalpole-lh,0.07894736842105263,0.02631578947368421,0.0,0.21052631578947367,0.06578947368421052,0.5263157894736842,0.09210526315789473,0.0
temporalpole-rh,0.05555555555555555,0.08333333333333333,0.0,0.0,0.0,0.125,0.7361111111111112,0.0
transversetemporal-rh,0.10526315789473684,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.6842105263157895
