,frontalpole-lh,frontalpole-rh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh,rostralmiddlefrontal-rh,transversetemporal-rh
frontalpole-lh,0.6621621621621622,0.04054054054054054,0.16216216216216217,0.0,0.0945945945945946,0.04054054054054054,0.0,0.0
frontalpole-rh,0.01818181818181818,0.8727272727272727,0.0,0.0,0.0,0.0,0.10909090909090909,0.0
medialorbitofrontal-lh,0.3404255319148936,0.02127659574468085,0.6382978723404256,0.0,0.0,0.0,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.08928571428571429,0.0,0.0,0.0,0.5178571428571429,0.21428571428571427,0.17857142857142858,0.0
parstriangularis-rh,0.015873015873015872,0.015873015873015872,0.0,0.0,0.09523809523809523,0.873015873015873,0.0,0.0
rostralmiddlefrontal-rh,0.017543859649122806,0.08771929824561403,0.0,0.0,0.24561403508771928,0.0,0.6491228070175439,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
