,entorhinal-rh,frontalpole-lh,frontalpole-rh,insula-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,temporalpole-rh
entorhinal-rh,0.5660377358490566,0.0,0.0,0.1320754716981132,0.0,0.0,0.0440251572327044,0.2578616352201258
frontalpole-lh,0.0,0.5403225806451613,0.20161290322580644,0.0,0.0,0.08064516129032258,0.1774193548387097,0.0
frontalpole-rh,0.0,0.16,0.656,0.024,0.0,0.0,0.16,0.0
insula-rh,0.14210526315789473,0.0,0.015789473684210527,0.5631578947368421,0.04736842105263158,0.0,0.04736842105263158,0.18421052631578946
parahippocampal-lh,0.0,0.0,0.0,0.056818181818181816,0.9431818181818182,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0963855421686747,0.0,0.0,0.0,0.9036144578313253,0.0,0.0
rostralanteriorcingulate-lh,0.045454545454545456,0.1875,0.11931818181818182,0.05113636363636364,0.0,0.0,0.5568181818181818,0.03977272727272727
temporalpole-rh,0.2546583850931677,0.0,0.0,0.18012422360248448,0.0,0.0,0.049689440993788817,0.515527950310559
