,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.05799373040752351,0.0,0.05799373040752351,0.0,0.0,0.0,0.0,0.0,0.009404388714733543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050156739811912224,0.0,0.04075235109717868,0.0,0.0,0.018808777429467086,0.048589341692789965,0.0,0.0,0.0,0.0,0.0,0.0,0.054858934169279,0.05956112852664577,0.0,0.05956112852664577,0.0,0.0,0.0,0.023510971786833857,0.023510971786833857,0.012539184952978056,0.05642633228840126,0.03761755485893417,0.0,0.0,0.0,0.02664576802507837,0.04075235109717868,0.05329153605015674,0.0,0.05329153605015674,0.05329153605015674,0.05799373040752351,0.0,0.0,0.0,0.0,0.05956112852664577,0.0,0.0438871473354232,0.0
Fz,0.0,0.04139433551198257,0.0,0.042483660130718956,0.042483660130718956,0.029411764705882353,0.0,0.03594771241830065,0.007625272331154684,0.004357298474945534,0.02832244008714597,0.00980392156862745,0.042483660130718956,0.042483660130718956,0.02287581699346405,0.02832244008714597,0.0,0.042483660130718956,0.0,0.042483660130718956,0.04030501089324619,0.0,0.0,0.0,0.034858387799564274,0.030501089324618737,0.04139433551198257,0.034858387799564274,0.0,0.0,0.0,0.042483660130718956,0.0,0.0,0.03594771241830065,0.0,0.0,0.0,0.0010893246187363835,0.0,0.0,0.02287581699346405,0.0,0.042483660130718956,0.0,0.0,0.0,0.014161220043572984,0.0,0.0,0.0,0.029411764705882353,0.042483660130718956,0.0,0.042483660130718956,0.0,0.042483660130718956,0.0,0.0392156862745098
F3,0.046341463414634146,0.0,0.07804878048780488,0.0,0.0,0.0,0.0,0.0,0.014634146341463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03902439024390244,0.0,0.03170731707317073,0.0,0.0,0.014634146341463415,0.03780487804878049,0.0,0.0,0.0,0.0,0.0,0.0,0.045121951219512194,0.08048780487804878,0.0,0.05121951219512195,0.0,0.0,0.0,0.025609756097560974,0.025609756097560974,0.01707317073170732,0.046341463414634146,0.036585365853658534,0.0,0.0,0.0,0.020731707317073172,0.036585365853658534,0.04878048780487805,0.0,0.041463414634146344,0.06829268292682927,0.07926829268292683,0.0,0.0,0.0,0.0,0.08048780487804878,0.0,0.03414634146341464,0.0
FT9,0.0,0.024238657551274082,0.0,0.06960845245494096,0.06525792417650715,0.01678060907395898,0.0,0.02175264139216905,0.006215040397762586,0.004972032318210068,0.018023617153511497,0.005593536357986327,0.06836544437538844,0.035425730267246734,0.015537600994406464,0.01678060907395898,0.0,0.04723430702299565,0.0,0.06960845245494096,0.037290242386575516,0.0,0.0,0.0,0.03418272218769422,0.01740211311373524,0.041019266625233065,0.022374145431945307,0.0,0.0,0.0,0.06587942821628341,0.0,0.0,0.032939714108141706,0.0,0.0,0.0,0.002486016159105034,0.0,0.0,0.01305158483530143,0.0,0.03853325046612803,0.0,0.0,0.0,0.008079552517091361,0.0,0.0,0.0,0.018645121193287758,0.0435052827843381,0.0,0.044126786824114354,0.0,0.07147296457426973,0.0,0.023617153511497825
FC5,0.0,0.024793388429752067,0.0,0.06738715829624921,0.06547997457088366,0.017164653528289893,0.0,0.02225047679593134,0.00572155117609663,0.0050858232676414495,0.017800381436745075,0.00572155117609663,0.06675143038779402,0.036236490781945324,0.01589319771137953,0.017164653528289893,0.0,0.04831532104259377,0.0,0.06675143038779402,0.03814367450731087,0.0,0.0,0.0,0.034329307056579786,0.017800381436745075,0.04195804195804196,0.02288620470438652,0.0,0.0,0.0,0.06611570247933884,0.0,0.0,0.03305785123966942,0.0,0.0,0.0,0.0019071837253655435,0.0,0.0,0.013350286077558804,0.0,0.03941513032422123,0.0,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.019071837253655435,0.04450095359186268,0.0,0.04513668150031786,0.0,0.06738715829624921,0.0,0.024157660521296885
FC1,0.0,0.04072398190045249,0.0,0.04072398190045249,0.04072398190045249,0.0392156862745098,0.0,0.04072398190045249,0.0,0.0,0.027149321266968326,0.00904977375565611,0.04072398190045249,0.04072398190045249,0.02564102564102564,0.027149321266968326,0.0,0.04072398190045249,0.0,0.04072398190045249,0.04072398190045249,0.0,0.0,0.0,0.03619909502262444,0.030165912518853696,0.04072398190045249,0.04072398190045249,0.0,0.0,0.0,0.04072398190045249,0.0,0.0,0.03770739064856712,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.04072398190045249,0.0,0.0,0.0,0.015082956259426848,0.0,0.0,0.0,0.03469079939668175,0.04072398190045249,0.0,0.04072398190045249,0.0,0.04072398190045249,0.0,0.04072398190045249
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.041716328963051254,0.0,0.041716328963051254,0.041716328963051254,0.03218116805721097,0.0,0.04052443384982122,0.0023837902264600714,0.0059594755661501785,0.025029797377830752,0.010727056019070322,0.041716328963051254,0.041716328963051254,0.026221692491060787,0.025029797377830752,0.0,0.041716328963051254,0.0,0.041716328963051254,0.041716328963051254,0.0,0.0,0.0,0.03218116805721097,0.027413587604290822,0.041716328963051254,0.03933253873659118,0.0,0.0,0.0,0.041716328963051254,0.0,0.0,0.033373063170441,0.0,0.0,0.0,0.0,0.0,0.0,0.025029797377830752,0.0,0.041716328963051254,0.0,0.0,0.0,0.015494636471990465,0.0,0.0,0.0,0.033373063170441,0.041716328963051254,0.0,0.041716328963051254,0.0,0.041716328963051254,0.0,0.041716328963051254
TP9,0.02,0.0125,0.035,0.02,0.0175,0.0,0.0,0.0,0.065,0.0,0.0275,0.0025,0.0175,0.015,0.0,0.0175,0.015,0.0175,0.0125,0.0175,0.01,0.0,0.0175,0.0,0.0325,0.015,0.0125,0.0,0.0,0.0225,0.0325,0.02,0.0275,0.0,0.0275,0.0,0.04,0.045,0.055,0.0225,0.0325,0.0,0.0,0.015,0.005,0.0275,0.0325,0.0025,0.0125,0.04,0.0375,0.0,0.015,0.0,0.015,0.0325,0.0225,0.01,0.0075
CP5,0.0,0.0335195530726257,0.0,0.055865921787709494,0.055865921787709494,0.0111731843575419,0.0,0.03910614525139665,0.0,0.05027932960893855,0.0,0.0,0.055865921787709494,0.0335195530726257,0.055865921787709494,0.0,0.0,0.05027932960893855,0.0,0.055865921787709494,0.05027932960893855,0.0,0.0,0.0,0.0,0.0,0.05027932960893855,0.055865921787709494,0.0,0.0,0.0,0.05027932960893855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027932960893854747,0.0,0.03910614525139665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0446927374301676,0.05027932960893855,0.0,0.0446927374301676,0.0,0.05027932960893855,0.0,0.03910614525139665
