,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.08578912901113293,0.032089063523248196,0.0,0.0,0.04780615586116568,0.06155861165684348,0.0,0.0,0.0,0.0,0.0,0.0,0.06024885396201703,0.0,0.0,0.0,0.0,0.0,0.0,0.05304518664047151,0.05566470203012443,0.0,0.0,0.0,0.04846103470857891,0.0,0.0,0.0,0.0,0.006548788474132285,0.024230517354289455,0.0,0.0,0.0,0.05566470203012443,0.07531106745252128,0.0,0.0,0.0,0.07072691552062868,0.08120497707924033,0.0032743942370661427,0.0870988867059594,0.0,0.0,0.0,0.0006548788474132286,0.003929273084479371,0.0,0.0,0.0,0.0,0.0,0.0,0.08055009823182711,0.06483300589390963,0.0,0.0,0.0,0.0013097576948264572,0.0,0.0,0.0
Fz,0.06345177664974619,0.06091370558375635,0.0,0.0,0.06345177664974619,0.06345177664974619,0.0,0.0,0.0,0.0,0.0,0.0,0.06345177664974619,0.0,0.0,0.0,0.0,0.0,0.0,0.06345177664974619,0.06218274111675127,0.0,0.0,0.0,0.06345177664974619,0.0,0.0,0.0,0.0,0.012690355329949238,0.021573604060913704,0.0,0.0,0.0,0.06345177664974619,0.06345177664974619,0.0,0.0,0.0,0.06345177664974619,0.06345177664974619,0.006345177664974619,0.06345177664974619,0.0,0.0,0.0,0.0012690355329949238,0.007614213197969543,0.0,0.0,0.0,0.0,0.0,0.0,0.06345177664974619,0.06345177664974619,0.0,0.0,0.0,0.0025380710659898475,0.0,0.0,0.0
F3,0.0,0.0,0.09882747068676717,0.036013400335008376,0.020938023450586266,0.0,0.0,0.036013400335008376,0.0,0.0,0.036013400335008376,0.0,0.0,0.0,0.036013400335008376,0.0,0.036013400335008376,0.0,0.0,0.0,0.0,0.036013400335008376,0.0,0.036013400335008376,0.0,0.036013400335008376,0.036013400335008376,0.051926298157453935,0.036013400335008376,0.06365159128978225,0.0,0.0,0.06281407035175879,0.036013400335008376,0.0,0.0,0.0,0.0,0.036013400335008376,0.0,0.0,0.0,0.0,0.01423785594639866,0.01340033500837521,0.0,0.0,0.0,0.0,0.0,0.036013400335008376,0.036013400335008376,0.0,0.036013400335008376,0.0,0.0,0.0,0.02847571189279732,0.03350083752093802,0.0,0.036013400335008376,0.036013400335008376,0.0
F7,0.0,0.0,0.020692974013474495,0.06785370548604427,0.0,0.0,0.0,0.06881616939364774,0.0,0.0,0.05919153031761309,0.0,0.0,0.0,0.02598652550529355,0.0,0.05919153031761309,0.0,0.0,0.0,0.0,0.06881616939364774,0.0,0.03128007699711261,0.0,0.03176130895091434,0.058229066410009626,0.0,0.03994225216554379,0.0,0.0,0.0,0.0,0.05871029836381136,0.0,0.0,0.0,0.0,0.068334937439846,0.0,0.0,0.0,0.0,0.008180943214629451,0.007699711260827719,0.0,0.0,0.0,0.0,0.0,0.024542829643888354,0.05726660250240616,0.0,0.068334937439846,0.0,0.0,0.0,0.02165543792107796,0.023099133782483156,0.0,0.06592877767083734,0.06448508180943215,0.0
FT9,0.05901116427432217,0.03907496012759171,0.019936204146730464,0.0,0.07655502392344497,0.05901116427432217,0.0,0.0,0.0,0.0,0.0,0.0,0.05741626794258373,0.0,0.0,0.0,0.0,0.0,0.0,0.05901116427432217,0.05422647527910686,0.0,0.0,0.0,0.05661881977671451,0.0,0.0,0.019936204146730464,0.0,0.027910685805422646,0.028708133971291867,0.0,0.019936204146730464,0.0,0.05741626794258373,0.05901116427432217,0.0,0.0,0.0,0.05901116427432217,0.05901116427432217,0.003987240829346092,0.05901116427432217,0.0,0.0,0.0,0.0007974481658692185,0.004784688995215311,0.0,0.0,0.0,0.0,0.0,0.0,0.05901116427432217,0.05901116427432217,0.0,0.0,0.0,0.001594896331738437,0.0,0.0,0.0
FC5,0.07041198501872659,0.03670411985018727,0.0,0.0,0.05468164794007491,0.0696629213483146,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.058426966292134834,0.06367041198501873,0.0,0.0,0.0,0.05543071161048689,0.0,0.0,0.0,0.0,0.00749063670411985,0.027715355805243445,0.0,0.0,0.0,0.06367041198501873,0.07116104868913857,0.0,0.0,0.0,0.06367041198501873,0.07116104868913857,0.003745318352059925,0.07041198501872659,0.0,0.0,0.0,0.000749063670411985,0.0044943820224719105,0.0,0.0,0.0,0.0,0.0,0.0,0.06741573033707865,0.07116104868913857,0.0,0.0,0.0,0.00149812734082397,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.01852649719948298,0.061611374407582936,0.0,0.0,0.0,0.10641964670400689,0.0,0.0,0.05385609651012495,0.013356311934510987,0.0,0.0,0.023265833692373977,0.012063765618267988,0.05299439896596295,0.0,0.0,0.008186126669538992,0.0,0.06764325721671693,0.0,0.028005170185264973,0.004308487720809996,0.02843601895734597,0.052563550193881946,0.0,0.03576044808272297,0.0,0.0,0.0,0.0,0.052563550193881946,0.0,0.0,0.0,0.0,0.06290392072382593,0.0,0.0,0.0,0.0,0.007324429125376993,0.015510555794915984,0.0,0.0,0.0,0.0,0.0,0.021973287376130978,0.052563550193881946,0.0,0.06290392072382593,0.0,0.0,0.0,0.01938819474364498,0.02068074105988798,0.0,0.05945713054717794,0.05773373545885394,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
