,Fp1,Fz,P3,P8,TP10,PO8,P6,TP8
Fp1,0.8817204301075269,0.0,0.0,0.11827956989247312,0.0,0.0,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.21830985915492956,0.0,0.0,0.7816901408450704,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.506265664160401,0.49373433583959897,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.49622166246851385,0.5037783375314862,0.0,0.0
P6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
