,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.12032281731474688,0.05355832721936904,0.0,0.0,0.0,0.0,0.0,0.0,0.052090975788701394,0.0,0.05135730007336757,0.0,0.0,0.0,0.05575935436537051,0.0,0.0,0.06823184152604549,0.0,0.0,0.0,0.0,0.0,0.0425531914893617,0.0,0.05429200293470286,0.0,0.0,0.0,0.0,0.11958914159941306,0.0,0.0,0.0,0.0,0.0,0.05355832721936904,0.0,0.0,0.0,0.0,0.061628760088041086,0.0,0.0,0.0652971386647102,0.0,0.05282465150403522,0.0,0.049889948642699924,0.0,0.0652971386647102,0.0,0.0,0.0,0.0,0.03374908290535583,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.05106382978723404,0.08297872340425531,0.0,0.0,0.0,0.0,0.0,0.0,0.05035460992907802,0.0,0.05106382978723404,0.0,0.0,0.0,0.062411347517730496,0.0,0.0,0.07588652482269503,0.0,0.0,0.0,0.0,0.0,0.04113475177304964,0.0,0.062411347517730496,0.0,0.0,0.0,0.0,0.05319148936170213,0.0,0.0,0.0,0.0,0.0,0.05177304964539007,0.0,0.0,0.0,0.0,0.08439716312056737,0.0,0.0,0.08439716312056737,0.0,0.08368794326241134,0.0,0.04822695035460993,0.0,0.08439716312056737,0.0,0.0,0.0,0.0,0.032624113475177303,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.05814622913068509,0.0,0.0,0.035693724812895795,0.0,0.0,0.0,0.0,0.0,0.035693724812895795,0.0535405872193437,0.03626943005181347,0.0,0.0,0.04605641911341393,0.0,0.0,0.0,0.04375359815774323,0.0,0.0,0.0,0.03742084052964882,0.0,0.02072538860103627,0.0,0.0,0.03742084052964882,0.0,0.0017271157167530224,0.0,0.0,0.0051813471502590676,0.025906735751295335,0.0,0.03626943005181347,0.0028785261945883708,0.059297639608520435,0.0,0.0,0.0,0.042026482440990214,0.0,0.059297639608520435,0.0,0.05238917674150835,0.0,0.02360391479562464,0.0,0.0,0.0017271157167530224,0.05699481865284974,0.057570523891767415,0.0,0.0,0.03857225100748417,0.0,0.039723661485319514,0.04605641911341393,0.04605641911341393
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.04427266338721012,0.0,0.0,0.059030217849613494,0.0,0.0,0.0,0.0,0.0,0.03794799718903725,0.04427266338721012,0.03794799718903725,0.0,0.0,0.04146170063246662,0.0,0.0,0.0,0.04427266338721012,0.0,0.0,0.0,0.03865073787772312,0.0,0.025298664792691498,0.0,0.0,0.04005621925509487,0.0,0.0021082220660576245,0.0,0.0,0.0028109627547434997,0.030217849613492623,0.0,0.03865073787772312,0.0028109627547434997,0.05762473647224174,0.0,0.0,0.0,0.04356992269852424,0.0,0.05551651440618412,0.0,0.049191848208011243,0.0,0.020379479971890373,0.0,0.0,0.0021082220660576245,0.05762473647224174,0.04427266338721012,0.0,0.0,0.04708362614195362,0.0,0.040758959943780745,0.04778636683063949,0.04427266338721012
FC1,0.0,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.06537753222836096,0.06537753222836096,0.0,0.0,0.0,0.0,0.0,0.0,0.06445672191528545,0.0,0.06353591160220995,0.0,0.0,0.0,0.06537753222836096,0.0,0.0,0.06537753222836096,0.0,0.0,0.0,0.0,0.0,0.053406998158379376,0.0,0.05985267034990792,0.0,0.0,0.0,0.0,0.06537753222836096,0.0,0.0,0.0,0.0,0.0,0.06537753222836096,0.0,0.0,0.0,0.0,0.06537753222836096,0.0,0.0,0.06537753222836096,0.0,0.06537753222836096,0.0,0.06261510128913444,0.0,0.06537753222836096,0.0,0.0,0.0,0.0,0.0423572744014733,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.062157221206581355,0.06581352833638025,0.0,0.0,0.0,0.0,0.0,0.0,0.061243144424131625,0.0,0.0712979890310786,0.0,0.0,0.0,0.06581352833638025,0.0,0.0,0.06581352833638025,0.0,0.0,0.0,0.0,0.0,0.05301645338208409,0.0,0.062157221206581355,0.0,0.0,0.0,0.0,0.06489945155393052,0.0,0.0,0.0,0.0,0.0,0.06307129798903108,0.0,0.0,0.0,0.0,0.06581352833638025,0.0,0.0,0.06581352833638025,0.0,0.06581352833638025,0.0,0.05941499085923217,0.0,0.06581352833638025,0.0,0.0,0.0,0.0,0.04204753199268738,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.0,0.04705003734129948,0.0,0.0,0.039581777445855115,0.0,0.0,0.0,0.0,0.0,0.04555638536221061,0.04705003734129948,0.04256908140403286,0.0,0.0,0.04630321135175504,0.0,0.0,0.0,0.04480955937266617,0.0,0.0,0.0,0.04555638536221061,0.0,0.0268857356235997,0.0,0.0,0.04630321135175504,0.0,0.0022404779686333084,0.0,0.0,0.006721433905899925,0.033607169529499624,0.0,0.041822255414488425,0.0037341299477221808,0.04705003734129948,0.0,0.0,0.0,0.044062733383121735,0.0,0.04705003734129948,0.0,0.04705003734129948,0.0,0.018670649738610903,0.0,0.0,0.0022404779686333084,0.04705003734129948,0.04705003734129948,0.0,0.0,0.041822255414488425,0.0,0.04555638536221061,0.04555638536221061,0.04705003734129948
