,Fz,FT9,FC6,F4,Fp2,AF7,PO7,AF8
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.35714285714285715,0.35714285714285715
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.46,0.08,0.46,0.0,0.0
Fp2,0.0,0.0,0.0,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.0,0.0
AF7,0.0,0.0,0.0,0.46,0.08,0.46,0.0,0.0
PO7,0.0,0.13513513513513514,0.0,0.0,0.0,0.0,0.40540540540540543,0.4594594594594595
AF8,0.0,0.11627906976744186,0.0,0.0,0.0,0.0,0.3953488372093023,0.4883720930232558
