,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,precentral-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16666666666666666,0.0,0.14666666666666667,0.17333333333333334,0.14,0.03333333333333333,0.16666666666666666,0.17333333333333334
inferiorparietal-rh,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0
parsopercularis-lh,0.16,0.0,0.17333333333333334,0.16,0.14,0.03333333333333333,0.17333333333333334,0.16
parstriangularis-rh,0.16233766233766234,0.0,0.14285714285714285,0.18831168831168832,0.13636363636363635,0.032467532467532464,0.16233766233766234,0.17532467532467533
precentral-rh,0.16153846153846155,0.0,0.16153846153846155,0.16153846153846155,0.15384615384615385,0.038461538461538464,0.16153846153846155,0.16153846153846155
superiorparietal-lh,0.14705882352941177,0.0,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.11764705882352941,0.14705882352941177,0.14705882352941177
superiortemporal-lh,0.16560509554140126,0.0,0.15286624203821655,0.17197452229299362,0.1337579617834395,0.03184713375796178,0.17197452229299362,0.17197452229299362
superiortemporal-rh,0.16339869281045752,0.0,0.1437908496732026,0.1830065359477124,0.13725490196078433,0.032679738562091505,0.16339869281045752,0.17647058823529413
