,inferiorparietal-rh,parsopercularis-lh,postcentral-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.1278538812785388,0.0867579908675799,0.1324200913242009,0.1324200913242009,0.1324200913242009,0.1278538812785388,0.1278538812785388,0.1324200913242009
parsopercularis-lh,0.11475409836065574,0.1366120218579235,0.12568306010928962,0.13114754098360656,0.12568306010928962,0.11475409836065574,0.13114754098360656,0.12021857923497267
postcentral-lh,0.12340425531914893,0.08936170212765958,0.13617021276595745,0.13191489361702127,0.13191489361702127,0.12340425531914893,0.1276595744680851,0.13617021276595745
rostralmiddlefrontal-rh,0.12083333333333333,0.09166666666666666,0.1375,0.13333333333333333,0.13333333333333333,0.12083333333333333,0.12916666666666668,0.13333333333333333
superiorparietal-lh,0.12340425531914893,0.08936170212765958,0.13617021276595745,0.13191489361702127,0.13191489361702127,0.12340425531914893,0.1276595744680851,0.13617021276595745
superiorparietal-rh,0.1278538812785388,0.0867579908675799,0.1324200913242009,0.1324200913242009,0.1324200913242009,0.1278538812785388,0.1278538812785388,0.1324200913242009
superiortemporal-lh,0.12184873949579832,0.09243697478991597,0.13445378151260504,0.13445378151260504,0.13445378151260504,0.12184873949579832,0.13025210084033614,0.13025210084033614
superiortemporal-rh,0.12663755458515283,0.08733624454148471,0.13537117903930132,0.13100436681222707,0.13100436681222707,0.12663755458515283,0.12663755458515283,0.13537117903930132
