,entorhinal-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,parahippocampal-lh,parsorbitalis-rh,parstriangularis-rh
entorhinal-lh,0.17647058823529413,0.0,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.20588235294117646,0.0,0.0
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0945945945945946,0.0,0.21621621621621623,0.22972972972972974,0.22972972972972974,0.22972972972972974,0.0,0.0
fusiform-lh,0.07,0.0,0.17,0.26,0.24,0.26,0.0,0.0
insula-lh,0.0673076923076923,0.0,0.16346153846153846,0.25,0.25961538461538464,0.25961538461538464,0.0,0.0
parahippocampal-lh,0.06796116504854369,0.0,0.1650485436893204,0.2621359223300971,0.24271844660194175,0.2621359223300971,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
