,Fp1,FT9,Pz,F4,Fp2,AF7,PO4,P2
Fp1,0.25252525252525254,0.0,0.0,0.0,0.24242424242424243,0.25252525252525254,0.0,0.25252525252525254
FT9,0.0,0.24742268041237114,0.24742268041237114,0.24742268041237114,0.0,0.0,0.25773195876288657,0.0
Pz,0.0,0.24742268041237114,0.24742268041237114,0.24742268041237114,0.0,0.0,0.25773195876288657,0.0
F4,0.0,0.24742268041237114,0.24742268041237114,0.24742268041237114,0.0,0.0,0.25773195876288657,0.0
Fp2,0.25252525252525254,0.0,0.0,0.0,0.24242424242424243,0.25252525252525254,0.0,0.25252525252525254
AF7,0.25252525252525254,0.0,0.0,0.0,0.24242424242424243,0.25252525252525254,0.0,0.25252525252525254
PO4,0.0,0.24731182795698925,0.24731182795698925,0.24731182795698925,0.0,0.0,0.25806451612903225,0.0
P2,0.25252525252525254,0.0,0.0,0.0,0.24242424242424243,0.25252525252525254,0.0,0.25252525252525254
