,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.05826771653543307,0.047244094488188976,0.0,0.011023622047244094,0.0,0.0,0.0,0.025196850393700787,0.050393700787401574,0.0,0.0,0.0,0.04409448818897638,0.0,0.047244094488188976,0.0,0.0,0.05826771653543307,0.0,0.0,0.011023622047244094,0.0,0.048818897637795275,0.05196850393700787,0.04094488188976378,0.0,0.01889763779527559,0.0,0.0,0.0,0.05354330708661417,0.0,0.0,0.05669291338582677,0.0,0.0,0.0,0.0,0.05196850393700787,0.0,0.0,0.0,0.0,0.05669291338582677,0.0,0.0,0.05354330708661417,0.0,0.0,0.05196850393700787,0.0,0.0,0.0,0.047244094488188976,0.0,0.0,0.0,0.05826771653543307,0.0,0.05669291338582677,0.0,0.0,0.0
Fz,0.05203252032520325,0.05203252032520325,0.0,0.014634146341463415,0.0,0.0,0.0,0.026016260162601626,0.05365853658536585,0.0,0.0,0.0,0.04878048780487805,0.0,0.05203252032520325,0.0,0.0,0.05365853658536585,0.0,0.0,0.014634146341463415,0.0,0.05365853658536585,0.05365853658536585,0.04552845528455285,0.0,0.022764227642276424,0.0,0.0,0.0,0.04390243902439024,0.0,0.0,0.05365853658536585,0.0,0.0,0.0,0.0,0.05365853658536585,0.0,0.0,0.0,0.0,0.05365853658536585,0.0,0.0,0.05365853658536585,0.0,0.0,0.04552845528455285,0.0,0.0,0.0,0.05203252032520325,0.0,0.0,0.0,0.05365853658536585,0.0,0.04715447154471545,0.0,0.0,0.0
F3,0.0,0.0,0.03819444444444445,0.0,0.03819444444444445,0.0,0.02546296296296296,0.0,0.0,0.03935185185185185,0.03935185185185185,0.0,0.0,0.03935185185185185,0.0,0.03935185185185185,0.032407407407407406,0.0,0.0,0.03587962962962963,0.0,0.018518518518518517,0.0,0.0,0.0,0.03935185185185185,0.0,0.03125,0.03819444444444445,0.0,0.0,0.0,0.03935185185185185,0.0,0.017361111111111112,0.0,0.0,0.03935185185185185,0.0,0.03935185185185185,0.03935185185185185,0.03935185185185185,0.034722222222222224,0.0,0.03819444444444445,0.0,0.0,0.03935185185185185,0.034722222222222224,0.0,0.005787037037037037,0.02662037037037037,0.03935185185185185,0.0,0.0,0.03935185185185185,0.0,0.0,0.028935185185185185,0.0,0.005787037037037037,0.03819444444444445,0.0
F7,0.05142857142857143,0.05142857142857143,0.0,0.045714285714285714,0.0,0.0,0.0,0.0,0.05142857142857143,0.0,0.0,0.0,0.05142857142857143,0.0,0.05142857142857143,0.0,0.0,0.05142857142857143,0.0,0.0,0.045714285714285714,0.0,0.05142857142857143,0.05142857142857143,0.05142857142857143,0.0,0.05142857142857143,0.0,0.0,0.0,0.022857142857142857,0.0,0.0,0.05142857142857143,0.0,0.0,0.0,0.0,0.05142857142857143,0.0,0.0,0.0,0.0,0.05142857142857143,0.0,0.0,0.05142857142857143,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.05142857142857143,0.0,0.0,0.0,0.05142857142857143,0.0,0.03428571428571429,0.0,0.0,0.0
FT9,0.0,0.0,0.02902621722846442,0.0,0.04119850187265917,0.0,0.020599250936329586,0.0,0.0,0.03932584269662921,0.035580524344569285,0.0,0.0,0.040262172284644196,0.0,0.040262172284644196,0.03277153558052434,0.0,0.0,0.031835205992509365,0.0046816479400749065,0.02153558052434457,0.0,0.0,0.0,0.04119850187265917,0.0,0.02902621722846442,0.04307116104868914,0.0,0.0,0.0,0.04307116104868914,0.0,0.014044943820224719,0.0,0.0,0.04119850187265917,0.0,0.04307116104868914,0.042134831460674156,0.04119850187265917,0.02902621722846442,0.0,0.0299625468164794,0.0,0.0,0.04119850187265917,0.031835205992509365,0.0,0.0046816479400749065,0.026217228464419477,0.042134831460674156,0.0,0.0,0.042134831460674156,0.0,0.0,0.023408239700374533,0.0,0.011235955056179775,0.04307116104868914,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.03685092127303183,0.0,0.03685092127303183,0.0,0.035175879396984924,0.0,0.0,0.03685092127303183,0.03685092127303183,0.0,0.0,0.03685092127303183,0.0,0.03685092127303183,0.03685092127303183,0.0,0.0,0.03685092127303183,0.0,0.020100502512562814,0.0,0.0,0.0,0.03685092127303183,0.0,0.03685092127303183,0.03685092127303183,0.0,0.0,0.0,0.03685092127303183,0.0,0.018425460636515914,0.0,0.0,0.03685092127303183,0.0,0.03685092127303183,0.03685092127303183,0.03685092127303183,0.03685092127303183,0.0,0.03685092127303183,0.0,0.0,0.03685092127303183,0.03685092127303183,0.0,0.008375209380234505,0.031825795644891124,0.03685092127303183,0.0,0.0,0.03685092127303183,0.0,0.0,0.03685092127303183,0.0,0.0016750418760469012,0.03685092127303183,0.0
C3,0.05387205387205387,0.05387205387205387,0.0,0.0,0.0,0.0,0.0,0.050505050505050504,0.05387205387205387,0.0,0.0,0.0,0.04713804713804714,0.0,0.05387205387205387,0.0,0.0,0.05387205387205387,0.0,0.0,0.0,0.0,0.05387205387205387,0.05387205387205387,0.04040404040404041,0.0,0.0,0.0,0.0,0.0,0.05387205387205387,0.0,0.0,0.05387205387205387,0.0,0.0,0.0,0.0,0.05387205387205387,0.0,0.0,0.0,0.0,0.05387205387205387,0.0,0.0,0.05387205387205387,0.0,0.0,0.05387205387205387,0.0,0.0,0.0,0.05387205387205387,0.0,0.0,0.0,0.05387205387205387,0.0,0.05387205387205387,0.0,0.0,0.0
T7,0.05105105105105105,0.04954954954954955,0.0,0.013513513513513514,0.0,0.0,0.0,0.024024024024024024,0.05405405405405406,0.0,0.0,0.0,0.04804804804804805,0.0,0.05105105105105105,0.0,0.0,0.052552552552552555,0.0,0.0,0.016516516516516516,0.0,0.05105105105105105,0.05555555555555555,0.04504504504504504,0.0,0.024024024024024024,0.0,0.0,0.0,0.04354354354354354,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.0,0.0,0.04504504504504504,0.0,0.0,0.0,0.05105105105105105,0.0,0.0,0.0,0.05555555555555555,0.0,0.046546546546546545,0.0,0.0,0.0
TP9,0.0,0.0,0.028052805280528052,0.0,0.03712871287128713,0.0,0.018151815181518153,0.0,0.0,0.04372937293729373,0.040429042904290426,0.0,0.0,0.04455445544554455,0.0,0.04455445544554455,0.027227722772277228,0.0,0.0,0.028052805280528052,0.0024752475247524753,0.017326732673267328,0.0,0.0,0.0,0.04537953795379538,0.0,0.02557755775577558,0.04207920792079208,0.0,0.0,0.0,0.04537953795379538,0.0,0.012376237623762377,0.0,0.0,0.04537953795379538,0.0,0.04537953795379538,0.04537953795379538,0.04537953795379538,0.02557755775577558,0.0,0.027227722772277228,0.0,0.0,0.04537953795379538,0.028052805280528052,0.0,0.004125412541254125,0.0231023102310231,0.04537953795379538,0.0,0.0,0.04537953795379538,0.0,0.0,0.020627062706270627,0.0,0.00825082508250825,0.0429042904290429,0.0
