,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,postcentral-lh,superiorparietal-rh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.4782608695652174,0.07246376811594203,0.15942028985507245,0.0,0.0,0.0,0.0,0.2898550724637681
caudalmiddlefrontal-rh,0.07142857142857142,0.5428571428571428,0.0,0.0,0.0,0.0,0.38571428571428573,0.0
inferiorparietal-rh,0.2037037037037037,0.0,0.4444444444444444,0.14814814814814814,0.0,0.0,0.0,0.2037037037037037
parstriangularis-rh,0.0,0.0,0.21052631578947367,0.7894736842105263,0.0,0.0,0.0,0.0
postcentral-lh,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.0,0.48936170212765956,0.5106382978723404,0.0,0.0
superiortemporal-rh,0.0,0.3939393939393939,0.0,0.0,0.0,0.0,0.6060606060606061,0.0
supramarginal-lh,0.3958333333333333,0.0,0.22916666666666666,0.0,0.0,0.0,0.0,0.375
