,bankssts-rh,cuneus-rh,entorhinal-lh,inferiortemporal-rh,isthmuscingulate-rh,parahippocampal-rh,parstriangularis-lh,pericalcarine-rh
bankssts-rh,0.5217391304347826,0.0,0.0,0.008695652173913044,0.17391304347826086,0.21739130434782608,0.0,0.0782608695652174
cuneus-rh,0.0,0.47023809523809523,0.0,0.0,0.0,0.05357142857142857,0.17261904761904762,0.30357142857142855
entorhinal-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
inferiortemporal-rh,0.0,0.0,0.0,0.452991452991453,0.3333333333333333,0.21367521367521367,0.0,0.0
isthmuscingulate-rh,0.09815950920245399,0.0,0.0,0.26380368098159507,0.3619631901840491,0.27607361963190186,0.0,0.0
parahippocampal-rh,0.1099476439790576,0.02617801047120419,0.0,0.1518324607329843,0.25654450261780104,0.387434554973822,0.06806282722513089,0.0
parstriangularis-lh,0.0,0.23387096774193547,0.0,0.0,0.0,0.13709677419354838,0.6290322580645161,0.0
pericalcarine-rh,0.09016393442622951,0.39344262295081966,0.0,0.0,0.0,0.0,0.0,0.5163934426229508
