,bankssts-lh,frontalpole-rh,insula-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
bankssts-lh,0.15115062761506276,0.14853556485355648,0.08002092050209204,0.15010460251046026,0.10826359832635983,0.1307531380753138,0.11610878661087866,0.11506276150627615
frontalpole-rh,0.13530252501191042,0.1529299666507861,0.0843258694616484,0.15340638399237733,0.11005240590757503,0.13053835159599808,0.11719866603144355,0.11624583134826108
insula-lh,0.08328675237562884,0.09670206819452208,0.15818893236444942,0.10229178311906093,0.14589155953046395,0.1291224147568474,0.14086081609837897,0.1436556735606484
medialorbitofrontal-lh,0.13237343241987923,0.14770088248954946,0.08685555039479796,0.15234556432884347,0.1119368323269856,0.13190896423594983,0.11890385508592662,0.11797491871806781
medialorbitofrontal-rh,0.09385113268608414,0.10494683310217291,0.12159038372630605,0.10957004160887657,0.1502542764678687,0.1317614424410541,0.14147018030513175,0.14655570966250578
rostralanteriorcingulate-lh,0.10913930789707187,0.11978704525288376,0.10425909494232476,0.12422360248447205,0.12821650399290152,0.14551907719609583,0.13487133984028393,0.13398402839396628
rostralanteriorcingulate-rh,0.09833107803337844,0.10915651781686965,0.11547135769057285,0.11366711772665765,0.13982859720342805,0.13531799729364005,0.14479025710419485,0.14343707713125844
rostralmiddlefrontal-rh,0.09681757059614522,0.10757507844016136,0.11609143881667414,0.11205737337516809,0.14298520842671447,0.13357238906320035,0.1425369789332138,0.14836396234872254
