,caudalanteriorcingulate-lh,frontalpole-rh,insula-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
caudalanteriorcingulate-lh,0.1444851444851445,0.13024013024013023,0.05331705331705332,0.11762311762311763,0.13715913715913716,0.13634513634513634,0.1391941391941392,0.14163614163614163
frontalpole-rh,0.1336082474226804,0.14432989690721648,0.05402061855670103,0.13030927835051545,0.14103092783505156,0.1360824742268041,0.12989690721649486,0.13072164948453607
insula-rh,0.12523900573613767,0.12523900573613767,0.12332695984703633,0.12523900573613767,0.12523900573613767,0.12523900573613767,0.12523900573613767,0.12523900573613767
medialorbitofrontal-lh,0.13051224944320713,0.14164810690423163,0.058351893095768374,0.1443207126948775,0.13808463251670378,0.133184855233853,0.12650334075723832,0.12739420935412027
medialorbitofrontal-rh,0.13761097659402743,0.13640032284100082,0.05286521388216303,0.12389023405972559,0.14326069410815173,0.13720742534301855,0.13397901533494755,0.13478611783696529
rostralanteriorcingulate-lh,0.1383415435139573,0.13382594417077176,0.05377668308702791,0.12110016420361248,0.13998357963875205,0.14039408866995073,0.1358784893267652,0.13669950738916256
rostralanteriorcingulate-rh,0.1420265780730897,0.12915282392026578,0.05440199335548173,0.11627906976744186,0.1362126245847176,0.13579734219269102,0.14327242524916944,0.14285714285714285
rostralmiddlefrontal-rh,0.14315181518151815,0.12912541254125412,0.054042904290429045,0.11633663366336634,0.13613861386138615,0.13572607260726072,0.1419141914191419,0.14356435643564355
