,bankssts-lh,cuneus-lh,frontalpole-lh,insula-rh,medialorbitofrontal-lh,middletemporal-lh,parahippocampal-lh,pericalcarine-rh
bankssts-lh,0.2647058823529412,0.2426470588235294,0.0,0.22794117647058823,0.0,0.2647058823529412,0.0,0.0
cuneus-lh,0.25196850393700787,0.25196850393700787,0.0,0.2440944881889764,0.0,0.25196850393700787,0.0,0.0
frontalpole-lh,0.0,0.0,0.5945945945945946,0.0,0.0,0.0,0.0,0.40540540540540543
insula-rh,0.2457627118644068,0.2457627118644068,0.0,0.2627118644067797,0.0,0.2457627118644068,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2
middletemporal-lh,0.2647058823529412,0.2426470588235294,0.0,0.22794117647058823,0.0,0.2647058823529412,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
pericalcarine-rh,0.0,0.0,0.3953488372093023,0.0,0.06976744186046512,0.0,0.0,0.5348837209302325
