,bankssts-lh,caudalanteriorcingulate-lh,entorhinal-lh,frontalpole-lh,insula-lh,insula-rh,parahippocampal-lh,temporalpole-lh
bankssts-lh,0.7391304347826086,0.043478260869565216,0.0,0.0,0.0,0.0,0.21739130434782608,0.0
caudalanteriorcingulate-lh,0.02,0.67,0.01,0.01,0.0,0.0,0.29,0.0
entorhinal-lh,0.0,0.0,0.3582089552238806,0.373134328358209,0.26865671641791045,0.0,0.0,0.0
frontalpole-lh,0.0,0.0,0.3223684210526316,0.3815789473684211,0.29605263157894735,0.0,0.0,0.0
insula-lh,0.0,0.0,0.24615384615384617,0.3153846153846154,0.43846153846153846,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parahippocampal-lh,0.15384615384615385,0.3173076923076923,0.0,0.0,0.0,0.0,0.5288461538461539,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
