subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S38,Sess01,MOTOR_EXECUTION-LEFT,0.9959770114942529,1.0,0.9746363837312113,1.0125386825817861,bootstrap,critical,rtwin_delta
S38,Sess01,MOTOR_EXECUTION-RIGHT,0.9973684210526316,1.0000000000000022,0.9762437343358397,1.016105889724311,bootstrap,critical,rtwin_delta
S38,Sess01,MOTOR_IMAGERY-LEFT,0.9956807081807082,1.0000000000000027,0.9812550366300367,1.0109075854700855,bootstrap,critical,rtwin_delta
S38,Sess01,MOTOR_IMAGERY-RIGHT,0.9937310762455271,1.000000000000001,0.9778146504266447,1.0111934007707128,bootstrap,critical,rtwin_delta
S38,Sess01,MOTOR_EXECUTION,0.9966727162734422,1.000000000000001,0.9754400590335255,1.0143222861530485,bootstrap,critical,rtwin_delta
S38,Sess01,MOTOR_IMAGERY,0.9947058922131177,1.0000000000000018,0.9795348435283406,1.0110504931203992,bootstrap,critical,rtwin_delta
S38,Sess01,LEFT,0.9958288598374805,1.0000000000000013,0.9779457101806239,1.0117231340259358,bootstrap,critical,rtwin_delta
S38,Sess01,RIGHT,0.9955497486490794,1.0000000000000018,0.9770291923812422,1.0136496452475119,bootstrap,critical,rtwin_delta
S38,Sess01,LEFT_vs_RIGHT,0.0002791111884010711,0.0,-0.03570393506688796,0.03469394164469364,bootstrap,delta,rtwin_delta
S38,Sess01,IMAGERY_vs_EXECUTION,-0.001966824060324557,0.0,-0.0347874426247079,0.0356104340868737,bootstrap,delta,rtwin_delta
S38,Sess01,ME_LEFT_vs_ME_RIGHT,-0.0013914095583786867,0.0,-0.04146950599309962,0.03629494824594648,bootstrap,delta,rtwin_delta
S38,Sess01,MI_LEFT_vs_MI_RIGHT,0.001949631935181051,0.0,-0.029938364140676188,0.033092935043440797,bootstrap,delta,rtwin_delta
