,Fp1,TP10,F8,Fp2,AF7,AFz,F5,AF8
Fp1,0.4,0.32,0.0,0.28,0.0,0.0,0.0,0.0
TP10,0.375,0.3333333333333333,0.0,0.2916666666666667,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.34782608695652173,0.34782608695652173,0.0,0.30434782608695654,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
