,bankssts-lh,frontalpole-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,precuneus-lh
bankssts-lh,0.766798418972332,0.0,0.0,0.0,0.0,0.019762845849802372,0.06719367588932806,0.14624505928853754
frontalpole-rh,0.0,0.7218543046357616,0.0,0.2781456953642384,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.8502994011976048,0.0,0.0,0.1497005988023952,0.0,0.0
lateralorbitofrontal-lh,0.0,0.15079365079365079,0.0,0.7142857142857143,0.0,0.0,0.1349206349206349,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.03383458646616541,0.0,0.08646616541353383,0.0,0.0,0.5789473684210527,0.07894736842105263,0.22180451127819548
parahippocampal-rh,0.043478260869565216,0.0,0.0,0.07780320366132723,0.0,0.04805491990846682,0.5217391304347826,0.30892448512585813
precuneus-lh,0.08316430020283976,0.0,0.0,0.0,0.0,0.11967545638945233,0.25760649087221094,0.539553752535497
