,bankssts-rh,fusiform-rh,inferiortemporal-rh,insula-rh,lingual-rh,parahippocampal-lh,parahippocampal-rh,transversetemporal-rh
bankssts-rh,0.7920792079207921,0.0,0.0,0.0,0.0,0.2079207920792079,0.0,0.0
fusiform-rh,0.0,0.26956521739130435,0.21739130434782608,0.0,0.11304347826086956,0.1565217391304348,0.24347826086956523,0.0
inferiortemporal-rh,0.0,0.23,0.33,0.0,0.05,0.1,0.23,0.06
insula-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.20833333333333334,0.09722222222222222,0.0,0.2638888888888889,0.2777777777777778,0.1527777777777778,0.0
parahippocampal-lh,0.13768115942028986,0.14492753623188406,0.08695652173913043,0.0,0.14492753623188406,0.3695652173913043,0.11594202898550725,0.0
parahippocampal-rh,0.0,0.2647058823529412,0.24509803921568626,0.0,0.08823529411764706,0.13725490196078433,0.2647058823529412,0.0
transversetemporal-rh,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334
