,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.017240328967407858,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.01254949741090466,0.017362168748096252,0.016143770941212304,0.014925373134328358,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.0,0.012427657630216266,0.017362168748096252,0.015169052695705149,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.012488577520560463,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.010660980810234541,0.017362168748096252,0.012610417301248858,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.01699664940603107,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.012183978068839476,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.016082851050868107,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.017362168748096252,0.014498933901918977,0.017362168748096252
Fz,0.013868613138686132,0.021362530413625305,0.02029197080291971,0.01635036496350365,0.01508515815085158,0.02145985401459854,0.018734793187347932,0.010024330900243308,0.01927007299270073,0.01289537712895377,0.011922141119221411,0.015474452554744526,0.017907542579075425,0.015036496350364964,0.015571776155717762,0.015766423357664233,0.0175669099756691,0.0,0.009927007299270074,0.018442822384428223,0.012116788321167884,0.018637469586374696,0.019318734793187346,0.017420924574209247,0.014501216545012165,0.01956204379562044,0.01781021897810219,0.019367396593673966,0.00997566909975669,0.01732360097323601,0.019659367396593675,0.01537712895377129,0.00851581508515815,0.01800486618004866,0.010072992700729927,0.020389294403892946,0.016399026763990267,0.017615571776155716,0.013819951338199514,0.020875912408759124,0.02141119221411192,0.019172749391727494,0.018929440389294405,0.017372262773722627,0.018637469586374696,0.009732360097323601,0.017761557177615572,0.01785888077858881,0.021313868613138685,0.018394160583941607,0.012846715328467153,0.01732360097323601,0.016253041362530415,0.018880778588807785,0.015961070559610706,0.021167883211678833,0.018637469586374696,0.019805352798053528,0.01732360097323601,0.011581508515815086,0.015912408759124086
F3,0.013955538145137596,0.02041915581235922,0.020321222211340712,0.016452844971109586,0.015179708157868965,0.02041915581235922,0.01885221819606307,0.010087160904906474,0.019390853001664873,0.012976202134952501,0.011996866124767408,0.015571442561943002,0.01801978258740574,0.015130741357359711,0.01566937616296151,0.015865243364998532,0.017677014983840954,0.0,0.009989227303887963,0.01855841739300754,0.012192733326804426,0.01875428459504456,0.019439819802174126,0.01753011458231319,0.014592106551757909,0.0196846538047204,0.01792184898638723,0.01948878660268338,0.010038194104397219,0.017432180981294683,0.019733620605229655,0.015473508960924493,0.008569190089119577,0.018117716188424247,0.010136127705415728,0.020321222211340712,0.016501811771618843,0.01772598178435021,0.013906571344628343,0.02041915581235922,0.02041915581235922,0.019292919400646362,0.019048085398100087,0.017481147781803937,0.01875428459504456,0.009793360101850945,0.017872882185877976,0.017970815786896483,0.02041915581235922,0.018509450592498287,0.012927235334443248,0.017432180981294683,0.01635491137009108,0.018999118597590833,0.01606111056703555,0.02041915581235922,0.01875428459504456,0.01988052100675742,0.017432180981294683,0.011654098521202624,0.016012143766526297
F7,0.015296264491197939,0.018033490768570203,0.018033490768570203,0.017926148561614428,0.016638042078145128,0.018033490768570203,0.018033490768570203,0.011056247316444827,0.018033490768570203,0.01422284242164019,0.013149420352082438,0.017067410905968226,0.018033490768570203,0.01658437097466724,0.017174753112924,0.01738943752683555,0.018033490768570203,0.0,0.010948905109489052,0.018033490768570203,0.013364104765993989,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.015993988836410476,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.01100257621296694,0.018033490768570203,0.018033490768570203,0.01696006869901245,0.009392443108630313,0.018033490768570203,0.011109918419922713,0.018033490768570203,0.01787247745813654,0.018033490768570203,0.015242593387720051,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.010734220695577501,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.014169171318162302,0.018033490768570203,0.017765135251180765,0.018033490768570203,0.017496779733791327,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.018033490768570203,0.012773722627737226,0.017496779733791327
FT9,0.016156559335533054,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017521902377972465,0.017635680964842415,0.017635680964842415,0.01171919444760496,0.017635680964842415,0.015075662760268517,0.013937876891569006,0.017635680964842415,0.017635680964842415,0.01746501308453749,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.0,0.01160541586073501,0.017635680964842415,0.014165434065308909,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.016896120150187734,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.011662305154169985,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.00995562635112072,0.017635680964842415,0.011776083741039936,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.016156559335533054,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.011377858686995108,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.015018773466833541,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.017635680964842415,0.013539651837524178,0.017635680964842415
FC5,0.013855802421119159,0.021391414264183967,0.02027322670037435,0.016335261801740483,0.015071223686129613,0.022120667023190238,0.01871748748116097,0.010015071223686129,0.01925227283776557,0.012883465409110798,0.011911128397102436,0.015460158490932957,0.017891001020953864,0.015022606835529194,0.015557392192133793,0.015751859594535466,0.017550683066750936,0.0,0.009917837522485293,0.018425786377558463,0.012105595799504107,0.018620253779960134,0.019300889688365987,0.017404832514949682,0.014487821478924596,0.019543973941368076,0.017793767319753025,0.019349506538966405,0.009966454373085711,0.017307598813748847,0.019641207642568916,0.015362924789732122,0.008507948855073168,0.0179882347221547,0.010063688074286547,0.020370460401575186,0.0163838786523409,0.017599299917351353,0.013807185570518741,0.020856628907579368,0.02158588166658564,0.019155039136564734,0.01891195488356264,0.017356215664349264,0.018620253779960134,0.00972337012008362,0.017745150469152607,0.017842384170353446,0.021294180562983128,0.018377169526958042,0.01283484855851038,0.017307598813748847,0.016238028100539648,0.018863338032962224,0.015946326996937137,0.021148330011181875,0.018620253779960134,0.01978705819437017,0.017307598813748847,0.01157081044289951,0.01589771014633672
FC1,0.014211628602772515,0.01919816495462252,0.01919816495462252,0.016754762142216016,0.015458262690735015,0.01919816495462252,0.01909843422758552,0.01027226488481101,0.01919816495462252,0.013214321332402513,0.012217014062032513,0.015857185598883015,0.01835045377480802,0.015408397327216515,0.015956916325920015,0.016156377779994017,0.018001396230178518,0.0,0.01017253415777401,0.01889897277351152,0.012416475516106513,0.019048568864067018,0.01919816495462252,0.01785180013962302,0.014859878328513015,0.01919816495462252,0.01825072304777102,0.01919816495462252,0.010222399521292511,0.017752069412586016,0.01919816495462252,0.015757454871846016,0.00872643861573751,0.01845018450184502,0.01032213024832951,0.01919816495462252,0.016804627505734516,0.018051261593697018,0.014161763239254015,0.01919816495462252,0.01919816495462252,0.01919816495462252,0.01919816495462252,0.01780193477610452,0.018998703500548518,0.00997307270370001,0.018200857684252517,0.01830058841128952,0.01919816495462252,0.01884910740999302,0.013164455968884013,0.017752069412586016,0.016655031415179017,0.01914829959110402,0.016355839234068015,0.01919816495462252,0.018998703500548518,0.01919816495462252,0.017752069412586016,0.011867956517403012,0.016305973870549516
C3,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.01664636622005684,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.0,0.016565164433617538,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.01648396264717824,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.014210312626877792,0.016727568006496142,0.016565164433617538,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016240357287860333,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142,0.016727568006496142
T7,0.014093561467708437,0.019582632776184352,0.019582632776184352,0.01661556720403521,0.015329838789437247,0.019582632776184352,0.019038670754623677,0.010186925131045396,0.019483730590446047,0.013104539610325388,0.01211551775294234,0.015725447532390465,0.018198002175848087,0.015280387696568094,0.01582434971812877,0.01602215408960538,0.017851844525764018,0.0,0.010088022945307092,0.018741964197408763,0.012313322124418949,0.018939768568885372,0.0195331816833152,0.01770349124715656,0.014736425675007417,0.0195331816833152,0.018099099990109783,0.019483730590446047,0.010137474038176244,0.017604589061418256,0.019483730590446047,0.01562654534665216,0.008653941252101671,0.018296904361586392,0.010236376223914549,0.019582632776184352,0.016665018296904362,0.01790129561863317,0.014044110374839283,0.019582632776184352,0.019582632776184352,0.019434279497576895,0.019236475126100286,0.01765404015428741,0.018939768568885372,0.009890218573830482,0.01804964889724063,0.018148551082978935,0.019582632776184352,0.01869251310453961,0.013055088517456235,0.017604589061418256,0.016516665018296905,0.019187024033231134,0.01621995846108199,0.019582632776184352,0.018939768568885372,0.0195331816833152,0.017604589061418256,0.011769360102858274,0.016170507368212836
TP9,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.013343697370125664,0.017165435937297576,0.017035885477393445,0.01586993133825625,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.0,0.013214146910221531,0.017165435937297576,0.016129032258064516,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.013278922140173597,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.011335665241611607,0.017165435937297576,0.01340847260007773,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.012955045990413265,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.016906335017489314,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.017165435937297576,0.015416504728591787,0.017165435937297576
