,entorhinal-lh,fusiform-lh,inferiortemporal-lh,insula-lh,lingual-lh,middletemporal-lh,parahippocampal-lh,temporalpole-lh
entorhinal-lh,0.4375,0.09375,0.0,0.0,0.28125,0.0,0.0,0.1875
fusiform-lh,0.09090909090909091,0.45454545454545453,0.0,0.0,0.45454545454545453,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.0,0.5625,0.0,0.0,0.0,0.4375,0.0
insula-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.2916666666666667,0.25,0.0,0.0,0.4583333333333333,0.0,0.0,0.0
middletemporal-lh,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.14285714285714285
parahippocampal-lh,0.0,0.0,0.2777777777777778,0.0,0.0,0.0,0.7222222222222222,0.0
temporalpole-lh,0.3333333333333333,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.0,0.5833333333333334
