,cuneus-lh,frontalpole-lh,insula-rh,medialorbitofrontal-lh,middletemporal-lh,pericalcarine-rh,rostralmiddlefrontal-lh,transversetemporal-lh
cuneus-lh,0.23728813559322035,0.0,0.22033898305084745,0.0,0.19491525423728814,0.0,0.1864406779661017,0.16101694915254236
frontalpole-lh,0.0,0.5555555555555556,0.0,0.0,0.0,0.4444444444444444,0.0,0.0
insula-rh,0.23728813559322035,0.0,0.23728813559322035,0.0,0.17796610169491525,0.0,0.2033898305084746,0.1440677966101695
medialorbitofrontal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.19626168224299065,0.0,0.17757009345794392,0.0,0.2523364485981308,0.0,0.14018691588785046,0.2336448598130841
pericalcarine-rh,0.0,0.4827586206896552,0.0,0.0,0.0,0.5172413793103449,0.0,0.0
rostralmiddlefrontal-lh,0.2376237623762376,0.0,0.2376237623762376,0.0,0.16831683168316833,0.0,0.22772277227722773,0.12871287128712872
transversetemporal-lh,0.18681318681318682,0.0,0.16483516483516483,0.0,0.25274725274725274,0.0,0.12087912087912088,0.27472527472527475
