,bankssts-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.19327731092436976,0.08823529411764706,0.15126050420168066,0.14705882352941177,0.1638655462184874,0.1638655462184874,0.09243697478991597
frontalpole-rh,0.0,0.1388888888888889,0.2611111111111111,0.12222222222222222,0.05555555555555555,0.07777777777777778,0.07777777777777778,0.26666666666666666
lateralorbitofrontal-lh,0.0,0.18811881188118812,0.0891089108910891,0.1782178217821782,0.13861386138613863,0.15346534653465346,0.15841584158415842,0.09405940594059406
medialorbitofrontal-lh,0.0,0.16847826086956522,0.03260869565217391,0.13043478260869565,0.22826086956521738,0.21739130434782608,0.18478260869565216,0.03804347826086957
medialorbitofrontal-rh,0.0,0.17073170731707318,0.04878048780487805,0.13658536585365855,0.2048780487804878,0.2146341463414634,0.17073170731707318,0.05365853658536585
parsorbitalis-lh,0.0,0.1794871794871795,0.05128205128205128,0.14358974358974358,0.18461538461538463,0.18974358974358974,0.19487179487179487,0.05641025641025641
rostralanteriorcingulate-rh,0.0,0.14207650273224043,0.25136612021857924,0.12568306010928962,0.060109289617486336,0.08196721311475409,0.08196721311475409,0.2568306010928962
