,bankssts-lh,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh
bankssts-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.19,0.06,0.14,0.18,0.2,0.17,0.06
frontalpole-rh,0.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.11904761904761904,0.16666666666666666,0.09523809523809523,0.14285714285714285
lateralorbitofrontal-lh,0.0,0.18518518518518517,0.07407407407407407,0.1728395061728395,0.16049382716049382,0.18518518518518517,0.14814814814814814,0.07407407407407407
medialorbitofrontal-lh,0.0,0.17582417582417584,0.03296703296703297,0.12087912087912088,0.24175824175824176,0.2087912087912088,0.18681318681318682,0.03296703296703297
medialorbitofrontal-rh,0.0,0.18095238095238095,0.05714285714285714,0.13333333333333333,0.2,0.20952380952380953,0.1619047619047619,0.05714285714285714
parsorbitalis-lh,0.0,0.189873417721519,0.02531645569620253,0.12658227848101267,0.21518987341772153,0.21518987341772153,0.20253164556962025,0.02531645569620253
rostralanteriorcingulate-rh,0.0,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.11904761904761904,0.16666666666666666,0.09523809523809523,0.14285714285714285
