,Fp1,C3,CP5,Oz,O2,AFz,PO4,PO8
Fp1,0.18181818181818182,0.10227272727272728,0.13636363636363635,0.19318181818181818,0.0,0.0,0.19318181818181818,0.19318181818181818
C3,0.16981132075471697,0.1509433962264151,0.16981132075471697,0.16981132075471697,0.0,0.0,0.16981132075471697,0.16981132075471697
CP5,0.17647058823529413,0.1323529411764706,0.16176470588235295,0.17647058823529413,0.0,0.0,0.17647058823529413,0.17647058823529413
Oz,0.16831683168316833,0.0891089108910891,0.1188118811881188,0.2079207920792079,0.0,0.0,0.2079207920792079,0.2079207920792079
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.16831683168316833,0.0891089108910891,0.1188118811881188,0.2079207920792079,0.0,0.0,0.2079207920792079,0.2079207920792079
PO8,0.16346153846153846,0.08653846153846154,0.11538461538461539,0.21153846153846154,0.0,0.0,0.21153846153846154,0.21153846153846154
