,Fp1,C3,CP5,Oz,O2,AFz,PO4,PO8
Fp1,0.16129032258064516,0.1935483870967742,0.16129032258064516,0.0967741935483871,0.0,0.1935483870967742,0.0967741935483871,0.0967741935483871
C3,0.15625,0.1875,0.15625,0.09375,0.0,0.21875,0.09375,0.09375
CP5,0.16129032258064516,0.1935483870967742,0.16129032258064516,0.0967741935483871,0.0,0.1935483870967742,0.0967741935483871,0.0967741935483871
Oz,0.16,0.16,0.16,0.12,0.0,0.16,0.12,0.12
O2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AFz,0.11363636363636363,0.13636363636363635,0.11363636363636363,0.06818181818181818,0.0,0.4318181818181818,0.06818181818181818,0.06818181818181818
PO4,0.16,0.16,0.16,0.12,0.0,0.16,0.12,0.12
PO8,0.16,0.16,0.16,0.12,0.0,0.16,0.12,0.12
