,frontalpole-lh,frontalpole-rh,fusiform-lh,insula-lh,insula-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.36243718592964824,0.17964824120603015,0.007537688442211055,0.000628140703517588,0.0,0.0,0.17964824120603015,0.2701005025125628
frontalpole-rh,0.21385542168674698,0.2733433734939759,0.02786144578313253,0.012048192771084338,0.0,0.0,0.2213855421686747,0.25150602409638556
fusiform-lh,0.00835421888053467,0.029239766081871343,0.46867167919799496,0.12280701754385964,0.020050125313283207,0.31996658312447784,0.018379281537176273,0.012531328320802004
insula-lh,0.0,0.014285714285714285,0.14591836734693878,0.6571428571428571,0.05102040816326531,0.1306122448979592,0.0010204081632653062,0.0
insula-rh,0.0,0.0,0.03697478991596639,0.08067226890756303,0.8235294117647058,0.058823529411764705,0.0,0.0
parahippocampal-lh,0.0,0.0,0.38461538461538464,0.13333333333333333,0.03794871794871795,0.4441025641025641,0.0,0.0
rostralanteriorcingulate-lh,0.19545767377838955,0.2050929112181693,0.016517549896765314,0.0020646937370956643,0.0,0.0,0.32415691672401925,0.2567102546455609
rostralanteriorcingulate-rh,0.22655426765015807,0.1780821917808219,0.008956796628029505,0.0,0.0,0.0,0.1970495258166491,0.38935721812434143
