,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,FCz
Fp1,0.05132354641081956,0.016183100219627787,0.015836319500635763,0.01791700381458791,0.015836319500635763,0.016414287365622473,0.015027164489654375,0.008207143682811236,0.022771933880476245,0.004623742919893654,0.009478672985781991,0.013871228759680962,0.015373945208646399,0.022656340307478904,0.011674950872731476,0.013986822332678303,0.01444919662466767,0.003930181481909606,0.015720725927638422,0.018957345971563982,0.02381227603745232,0.015836319500635763,0.019997688128540053,0.011443763726736793,0.018726158825569297,0.0013871228759680962,0.0,0.021731591723500174,0.009709860131776674,0.01884175239856664,0.011328170153739452,0.0466998034909259,0.024043463183447,0.006126459368859092,0.03525603976418911,0.01548953878164374,0.0034678071899202404,0.001965090740954803,0.009478672985781991,0.004739336492890996,0.02334990174546295,0.019304126690556006,0.0273956768003699,0.020228875274534736,0.016876661657611838,0.0038145879089122644,0.015951913073633105,0.010750202288752746,0.019072939544561324,0.008669517974800601,0.01791700381458791,0.012599699456710207,0.010172234423766038,0.015951913073633105,0.01283088660270489,0.02138481100450815,0.015836319500635763,0.017685816668593226,0.02242515316148422,0.010519015142758062,0.01953531383655069,0.015951913073633105,0.017454629522598544
Fz,0.011379226858203535,0.04245016544266,0.007505447502219353,0.013074005326446614,0.012670486643531596,0.012105560487450569,0.023888306028569124,0.011298523121620531,0.011863449277701558,0.01444596884835768,0.008554596077798403,0.013316116536195625,0.015656524897102737,0.02106367524816399,0.014607376321523686,0.016867080945847792,0.01533370995077072,0.017754822048260833,0.02275845371640707,0.023565491082237107,0.004277298038899201,0.02614801065289323,0.022032120087160035,0.02598660317972722,0.014607376321523686,0.01597933984343475,0.01597933984343475,0.008231781131466387,0.0071826325558873375,0.015253006214187717,0.020498749092082963,0.01299330158986361,0.009845855863126463,0.023888306028569124,0.015172302477604713,0.007989669921717376,0.01791622952142684,0.019046081833588895,0.021467193931079008,0.00871600355096441,0.01848115567750787,0.02404971350173513,0.027358566701638286,0.018561859414090873,0.01743200710192882,0.013477524009361634,0.010491485755790493,0.011621338067952547,0.011944153014284562,0.01614074731660076,0.003389556936486159,0.011944153014284562,0.007101928819304334,0.006779113872972318,0.013074005326446614,0.022516342506658057,0.016867080945847792,0.0297796787991284,0.012266967960616576,0.010895004438705513,0.022193527560326044,0.00911952223387943,0.021144378984746994
F3,0.011575282854656224,0.008790252393385553,0.04064403829416884,0.02671888598781549,0.02845953002610966,0.022715404699738904,0.02080069625761532,0.015404699738903394,0.020278503046127067,0.008877284595300261,0.014186248912097476,0.02080069625761532,0.013751087902523934,0.009834638816362054,0.010182767624020888,0.01288076588337685,0.010530896431679721,0.016275021758050477,0.00948651000870322,0.01610095735422106,0.023150565709312447,0.008006962576153177,0.013141862489120975,0.01636205395996519,0.010704960835509139,0.017754569190600523,0.007571801566579634,0.033246301131418625,0.014708442123585727,0.02628372497824195,0.004264577893820714,0.016623150565709312,0.028894691035683203,0.004177545691906005,0.008181026979982594,0.010443864229765013,0.0060052219321148825,0.012619669277632724,0.0032201914708442124,0.015404699738903394,0.023150565709312447,0.008877284595300261,0.015665796344647518,0.008529155787641428,0.02019147084421236,0.015665796344647518,0.02132288946910357,0.016536118363794605,0.01845082680591819,0.007136640557006092,0.02236727589208007,0.024369016536118365,0.01453437771975631,0.014273281114012184,0.013577023498694517,0.008529155787641428,0.016623150565709312,0.014099216710182768,0.017493472584856395,0.031679721496953875,0.0018276762402088772,0.029939077458659705,0.01610095735422106
F7,0.01134360389361539,0.013183107227715183,0.02276385375948494,0.038476278071587336,0.02973863723461332,0.025293170843872153,0.019161493063539512,0.009350808615007282,0.02345366750977236,0.004598758335249482,0.005825093891316011,0.0157124243121024,0.011496895838123706,0.018701617230014563,0.010883728060090442,0.01218670958841113,0.017321989729439716,0.014179504867019238,0.016095654173373188,0.026059630566413736,0.023300375565264046,0.016019008201119032,0.02077105848087683,0.019468076952556142,0.016555530006898137,0.010423852226565495,0.009274162642753124,0.030658388901663218,0.007587951253161646,0.032038016402238065,0.001992795278608109,0.017858511535218825,0.03150149459645896,0.007281367364145014,0.011420249865869548,0.009197516670498965,0.0028359009734038477,0.009504100559515597,0.005518510002299379,0.010040622365294703,0.017475281673948035,0.02038782861960604,0.022917145703993256,0.015329194450831609,0.013796275005748447,0.01410285889476508,0.011190311949107074,0.01839503334099793,0.012723231394190236,0.013796275005748447,0.012033417643902812,0.011496895838123706,0.005748447919061853,0.009810684448532229,0.007587951253161646,0.013949566950256764,0.022074040009197517,0.017015405840423086,0.025599754732888787,0.024526711121330574,0.0018395033340997931,0.026366214455430366,0.02276385375948494
FT9,0.00966218150586888,0.011880904666475808,0.02333237904380189,0.02870025765817349,0.03872029773833381,0.03263670197537933,0.01975379330088749,0.009232751216719152,0.020970512453478387,0.004008016032064128,0.008159175493844832,0.01717721156598912,0.013884912682507872,0.020612653879186944,0.008373890638419696,0.008373890638419696,0.014743773260807329,0.014600629831090752,0.016890924706555968,0.022688233610077296,0.022902948754652163,0.017105639851130835,0.01860864586315488,0.01932436301173776,0.018179215574005154,0.01223876324076725,0.009447466361294017,0.03170626968222159,0.011523046092184368,0.02691096478671629,0.0007157171485828801,0.015244775264815345,0.03006012024048096,0.007300314915545376,0.009089607787002577,0.00966218150586888,0.001503006012024048,0.008016032064128256,0.005582593758946464,0.01259662181505869,0.018322359003721728,0.019539078156312624,0.020541082164328657,0.014815344975665617,0.01259662181505869,0.01588892069853994,0.017463498425422275,0.017821356999713715,0.012453478385342113,0.011594617807042656,0.015316346979673634,0.013026052104208416,0.006870884626395649,0.012024048096192385,0.01002004008016032,0.013026052104208416,0.018537074148296594,0.015459490409390209,0.02476381334096765,0.027054108216432865,0.00214715144574864,0.026481534497566562,0.022115659891210993
FC5,0.011109431680773881,0.011789600967351875,0.01949818621523579,0.02599758162031439,0.03499093107617896,0.041188029020556224,0.01768440145102781,0.0073307134220072555,0.02267230955259976,0.002267230955259976,0.008010882708585248,0.014132406287787183,0.012696493349455865,0.024410519951632407,0.008010882708585248,0.009371221281741234,0.016701934703748488,0.014510278113663845,0.018062273276904475,0.024410519951632407,0.022370012091898428,0.019649334945586457,0.017306529625151147,0.020707376058041113,0.023881499395405077,0.011714026602176542,0.009068923821039904,0.028944981862152358,0.01050483675937122,0.02743349455864571,0.0009068923821039903,0.01526602176541717,0.027660217654171704,0.00717956469165659,0.01050483675937122,0.010882708585247884,0.00037787182587666263,0.008313180169286578,0.0073307134220072555,0.01405683192261185,0.015341596130592503,0.023201330108827085,0.023730350665054415,0.018666868198307134,0.009673518742442563,0.014510278113663845,0.016399637243047157,0.019271463119709793,0.010126964933494558,0.012847642079806529,0.013905683192261185,0.009673518742442563,0.0074062877871825875,0.012923216444981862,0.007633010882708585,0.010051390568319225,0.020480652962515115,0.013301088270858524,0.026148730350665055,0.025317412333736397,0.0026451027811366383,0.025468561064087063,0.022370012091898428
FC1,0.009183748438762766,0.021894056278010433,0.017191977077363897,0.017338917052384103,0.019175666740136654,0.01594298728969216,0.03960032326794505,0.010432738226434502,0.01138784806406583,0.012342957901697156,0.004114319300565719,0.01770626698993461,0.00896333847623246,0.021673646315480126,0.009257218426272867,0.009918448313863787,0.01491440746455073,0.01697156711483359,0.01976342664021747,0.026449195503636766,0.007053118800969804,0.02622878554110646,0.02387774594078319,0.030343104841672176,0.015796047314671956,0.01623686723973257,0.01484093747704063,0.018220556902505326,0.0032326794504444934,0.022628756153111454,0.014620527514510323,0.010065388288883991,0.01351847770185879,0.016016457277202262,0.011534788039086034,0.008008228638601131,0.011975607964146645,0.01689809712732349,0.01278377782675777,0.005804129013298067,0.02005730659025788,0.024245095878333702,0.028579825141429725,0.014987877452060833,0.016824627139813385,0.017559327014914406,0.013665417676878995,0.018147086914995225,0.01807361692748512,0.013004187789288076,0.006024538975828374,0.010138858276394092,0.006391888913378885,0.001102049812651532,0.01417970758944971,0.02277569612813166,0.017338917052384103,0.027624715303798397,0.016163397252222468,0.016824627139813385,0.013077657776798177,0.01586951730218206,0.023436926015722576
C3,0.005656018481637855,0.010913725802596988,0.01378156615948379,0.010117103481239544,0.010595076874054012,0.008364534374253167,0.011391699195411456,0.04325659204970923,0.010674739106189756,0.029714012586632678,0.0308292838365331,0.014976499641519956,0.024695291962080777,0.008683183302796145,0.01688839321277782,0.023181709551501634,0.022783398390822912,0.019437584641121643,0.015295148570062932,0.004939058392416156,0.01561379749860591,0.0065323030351310445,0.004859396160280411,0.012347645981040389,0.014100215088026766,0.02206643830160121,0.0100374412491038,0.014657850712976978,0.03202421731856927,0.008125547677845932,0.022305424998008444,0.007328925356488489,0.007567912052895722,0.0193579224089859,0.0047000716960089225,0.029873337050904166,0.024296980801402055,0.025332589819166734,0.0114713614275472,0.028359754640325023,0.0064526408029952995,0.005576356249502111,0.0032661515175655222,0.003983111606787222,0.014976499641519956,0.023261371783637377,0.01680873098064208,0.0136222416952123,0.016569744284234845,0.019835895801800365,0.02780211901537481,0.02708515892615311,0.016729068748506333,0.025571576515573968,0.0193579224089859,0.0157731219628774,0.008922169999203377,0.007328925356488489,0.009718792320560821,0.021429140444515254,0.02047319365888632,0.015693459730741655,0.0026288536604795664
T7,0.017981749865807837,0.01377706208624083,0.0205761316872428,0.028359277151547683,0.025943818214349615,0.02692789407765253,0.01440329218106996,0.011361603149042762,0.04338879942744677,0.003578457684737878,0.012971909107174807,0.01377706208624083,0.010377527285739846,0.01816067275004473,0.008946144211844694,0.012703524780819467,0.018339595634281624,0.00849883700125246,0.012077294685990338,0.019502594381821434,0.0249597423510467,0.013150831991411701,0.01610305958132045,0.014492753623188406,0.013955984970477724,0.0057255322955806045,0.003846842011093219,0.02701735551977098,0.01288244766505636,0.024154589371980676,0.004025764895330112,0.024512435140454463,0.027911969940955447,0.005814993737699052,0.010735373054213635,0.0102880658436214,0.0021470746108427268,0.007693684022186438,0.004204687779567007,0.01494006083378064,0.014313830738951512,0.017981749865807837,0.02227589908749329,0.018429057076400072,0.014224369296833066,0.0102880658436214,0.016908212560386472,0.01646090534979424,0.017981749865807837,0.009035605653963143,0.017981749865807837,0.013419216317767043,0.009572374306673823,0.01672928967614958,0.010109142959384506,0.014313830738951512,0.024154589371980676,0.01825013419216318,0.02522812667740204,0.027822508498837002,0.004830917874396135,0.02880658436213992,0.020665593129361247
TP9,0.003266242937853107,0.015713276836158193,0.009533898305084746,0.005561440677966102,0.005208333333333333,0.0030896892655367233,0.014830508474576272,0.03336864406779661,0.0043255649717514125,0.043255649717514125,0.0301024011299435,0.015360169491525424,0.022157485875706213,0.007326977401129944,0.018714689265536724,0.027189265536723163,0.018802966101694914,0.021009887005649718,0.021804378531073445,0.009004237288135594,0.007944915254237288,0.01182909604519774,0.0089159604519774,0.014212570621468926,0.010063559322033898,0.02401129943502825,0.013241525423728813,0.007768361581920904,0.02913135593220339,0.006002824858757062,0.03195621468926554,0.00379590395480226,0.0023834745762711866,0.02401129943502825,0.004413841807909605,0.026836158192090395,0.034957627118644065,0.029661016949152543,0.01615466101694915,0.02754237288135593,0.012623587570621469,0.00591454802259887,0.004766949152542373,0.0026483050847457626,0.020038841807909605,0.025865112994350282,0.015713276836158193,0.012447033898305085,0.01862641242937853,0.01844985875706215,0.02065677966101695,0.026924435028248588,0.017125706214689264,0.01933262711864407,0.023393361581920905,0.01686087570621469,0.0049435028248587575,0.01059322033898305,0.005649717514124294,0.014124293785310734,0.027983757062146893,0.007768361581920904,0.0030896892655367233
