,parstriangularis-rh,postcentral-lh,postcentral-rh,precentral-lh,precentral-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
parstriangularis-rh,0.34415584415584416,0.06493506493506493,0.06493506493506493,0.11688311688311688,0.11038961038961038,0.12337662337662338,0.11688311688311688,0.05844155844155844
postcentral-lh,0.10975609756097561,0.14634146341463414,0.13414634146341464,0.14634146341463414,0.13414634146341464,0.10975609756097561,0.12195121951219512,0.0975609756097561
postcentral-rh,0.11458333333333333,0.125,0.14583333333333334,0.13541666666666666,0.125,0.11458333333333333,0.125,0.11458333333333333
precentral-lh,0.140625,0.109375,0.09375,0.1640625,0.140625,0.140625,0.140625,0.0703125
precentral-rh,0.14285714285714285,0.09243697478991597,0.09243697478991597,0.15966386554621848,0.14285714285714285,0.14285714285714285,0.15126050420168066,0.07563025210084033
superiortemporal-lh,0.14925373134328357,0.07462686567164178,0.07462686567164178,0.13432835820895522,0.12686567164179105,0.23880597014925373,0.13432835820895522,0.06716417910447761
superiortemporal-rh,0.14754098360655737,0.08196721311475409,0.08196721311475409,0.14754098360655737,0.13934426229508196,0.14754098360655737,0.18032786885245902,0.07377049180327869
supramarginal-rh,0.11904761904761904,0.11904761904761904,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.11904761904761904,0.13095238095238096,0.11904761904761904
