,caudalmiddlefrontal-lh,parsopercularis-lh,postcentral-rh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1693548387096774,0.07258064516129033,0.12096774193548387,0.14516129032258066,0.13709677419354838,0.16129032258064516,0.056451612903225805,0.13709677419354838
parsopercularis-lh,0.13636363636363635,0.12121212121212122,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.13636363636363635,0.06060606060606061,0.13636363636363635
postcentral-rh,0.1452991452991453,0.07692307692307693,0.1623931623931624,0.15384615384615385,0.17094017094017094,0.1282051282051282,0.05128205128205128,0.1111111111111111
precentral-lh,0.16260162601626016,0.07317073170731707,0.13008130081300814,0.15447154471544716,0.14634146341463414,0.14634146341463414,0.056910569105691054,0.13008130081300814
rostralmiddlefrontal-lh,0.14960629921259844,0.07086614173228346,0.14960629921259844,0.15748031496062992,0.16535433070866143,0.13385826771653545,0.05511811023622047,0.11811023622047244
superiorfrontal-lh,0.16521739130434782,0.0782608695652174,0.11304347826086956,0.1391304347826087,0.13043478260869565,0.16521739130434782,0.06086956521739131,0.14782608695652175
superiortemporal-lh,0.15217391304347827,0.043478260869565216,0.08695652173913043,0.15217391304347827,0.13043478260869565,0.15217391304347827,0.13043478260869565,0.15217391304347827
superiortemporal-rh,0.16346153846153846,0.08653846153846154,0.10576923076923077,0.1346153846153846,0.125,0.16346153846153846,0.0673076923076923,0.15384615384615385
