,cuneus-rh,entorhinal-rh,frontalpole-lh,medialorbitofrontal-lh,parahippocampal-rh,parsorbitalis-lh,temporalpole-lh,temporalpole-rh
cuneus-rh,0.9106529209621993,0.010309278350515464,0.013745704467353952,0.0,0.044673539518900345,0.0,0.020618556701030927,0.0
entorhinal-rh,0.010273972602739725,0.6815068493150684,0.0,0.0,0.0410958904109589,0.02054794520547945,0.03424657534246575,0.21232876712328766
frontalpole-lh,0.025806451612903226,0.0,0.6483870967741936,0.17419354838709677,0.0,0.0967741935483871,0.054838709677419356,0.0
medialorbitofrontal-lh,0.0,0.0,0.2465753424657534,0.5547945205479452,0.0136986301369863,0.1678082191780822,0.00684931506849315,0.010273972602739725
parahippocampal-rh,0.03765690376569038,0.016736401673640166,0.0,0.012552301255230125,0.9330543933054394,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0058309037900874635,0.07580174927113703,0.119533527696793,0.0,0.6588921282798834,0.043731778425655975,0.09620991253644315
temporalpole-lh,0.013333333333333334,0.03666666666666667,0.03666666666666667,0.0,0.0,0.05,0.7766666666666666,0.08666666666666667
temporalpole-rh,0.0,0.16533333333333333,0.005333333333333333,0.0,0.005333333333333333,0.09866666666666667,0.064,0.6613333333333333
