,Fp1,FT9,TP9,P8,FT10,AF7,AFz,AF8
Fp1,0.3367252543940796,0.0,0.06382978723404255,0.0,0.12210915818686402,0.0,0.19796484736355227,0.2793709528214616
FT9,0.0,0.9764397905759162,0.02356020942408377,0.0,0.0,0.0,0.0,0.0
TP9,0.07259713701431493,0.007157464212678937,0.5460122699386503,0.0,0.22085889570552147,0.0,0.0,0.15337423312883436
P8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FT10,0.1169284467713787,0.0,0.18673647469458987,0.0,0.39267015706806285,0.0,0.0,0.3036649214659686
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AFz,0.34294871794871795,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.2403846153846154
AF8,0.20488466757123475,0.0,0.10040705563093623,0.0,0.23541383989145184,0.0,0.10176390773405698,0.3575305291723202
