,frontalpole-lh,frontalpole-rh,lingual-lh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-rh,temporalpole-lh,transversetemporal-rh
frontalpole-lh,0.47540983606557374,0.0,0.0,0.29508196721311475,0.0,0.22950819672131148,0.0,0.0
frontalpole-rh,0.01694915254237288,0.8305084745762712,0.0,0.13559322033898305,0.01694915254237288,0.0,0.0,0.0
lingual-lh,0.0,0.0,0.8780487804878049,0.0,0.0,0.0,0.0,0.12195121951219512
medialorbitofrontal-lh,0.16901408450704225,0.1267605633802817,0.0,0.4507042253521127,0.0,0.2535211267605634,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
pericalcarine-rh,0.14925373134328357,0.0,0.0,0.26865671641791045,0.0,0.582089552238806,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-rh,0.0,0.0,0.04081632653061224,0.0,0.0,0.0,0.0,0.9591836734693877
