,isthmuscingulate-rh,medialorbitofrontal-lh,parsopercularis-lh,parsorbitalis-lh,posteriorcingulate-rh,temporalpole-rh,transversetemporal-lh,transversetemporal-rh
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.30434782608695654,0.30434782608695654,0.08695652173913043,0.0,0.0,0.0,0.30434782608695654
parsopercularis-lh,0.0,0.09615384615384616,0.3269230769230769,0.11538461538461539,0.15384615384615385,0.0,0.0,0.3076923076923077
parsorbitalis-lh,0.0,0.0,0.18181818181818182,0.36363636363636365,0.2727272727272727,0.0,0.0,0.18181818181818182
posteriorcingulate-rh,0.0,0.0,0.13333333333333333,0.2,0.4,0.0,0.16666666666666666,0.1
temporalpole-rh,0.0,0.1,0.0,0.0,0.0,0.8,0.1,0.0
transversetemporal-lh,0.0,0.0,0.0,0.0,0.23076923076923078,0.23076923076923078,0.5384615384615384,0.0
transversetemporal-rh,0.0,0.09803921568627451,0.3333333333333333,0.11764705882352941,0.13725490196078433,0.0,0.0,0.3137254901960784
