,bankssts-lh,cuneus-rh,entorhinal-lh,frontalpole-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.29069767441860467,0.18604651162790697,0.18604651162790697,0.12790697674418605,0.0,0.18604651162790697,0.011627906976744186,0.011627906976744186
cuneus-rh,0.19736842105263158,0.32894736842105265,0.14473684210526316,0.15789473684210525,0.0,0.15789473684210525,0.0,0.013157894736842105
entorhinal-lh,0.25,0.17045454545454544,0.2840909090909091,0.09090909090909091,0.045454545454545456,0.10227272727272728,0.0,0.056818181818181816
frontalpole-lh,0.1232876712328767,0.0821917808219178,0.0684931506849315,0.3972602739726027,0.0,0.273972602739726,0.0547945205479452,0.0
parahippocampal-lh,0.05970149253731343,0.04477611940298507,0.13432835820895522,0.0,0.373134328358209,0.0,0.1044776119402985,0.2835820895522388
parsorbitalis-lh,0.15,0.0875,0.05,0.225,0.0,0.45,0.0375,0.0
temporalpole-lh,0.0,0.0,0.0,0.043478260869565216,0.2826086956521739,0.021739130434782608,0.45652173913043476,0.1956521739130435
transversetemporal-lh,0.07142857142857142,0.08571428571428572,0.12857142857142856,0.0,0.2571428571428571,0.0,0.07142857142857142,0.38571428571428573
