,bankssts-lh,cuneus-rh,entorhinal-lh,frontalpole-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-lh,transversetemporal-lh
bankssts-lh,0.25806451612903225,0.2903225806451613,0.1935483870967742,0.12903225806451613,0.0,0.0967741935483871,0.0,0.03225806451612903
cuneus-rh,0.19047619047619047,0.38095238095238093,0.14285714285714285,0.14285714285714285,0.0,0.11904761904761904,0.0,0.023809523809523808
entorhinal-lh,0.27586206896551724,0.27586206896551724,0.2413793103448276,0.06896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931
frontalpole-lh,0.08333333333333333,0.16666666666666666,0.0,0.375,0.0,0.375,0.0,0.0
parahippocampal-lh,0.08,0.08,0.12,0.0,0.32,0.0,0.04,0.36
parsorbitalis-lh,0.05,0.15,0.0,0.4,0.0,0.4,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.4
transversetemporal-lh,0.07317073170731707,0.12195121951219512,0.0975609756097561,0.0,0.21951219512195122,0.0,0.04878048780487805,0.43902439024390244
