,F3,FC6,FC2,AF7,F5,C6,FC4,FCz
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0
C6,0.0,0.0,0.0,0.0,0.375,0.25,0.375,0.0
FC4,0.0,0.0,0.0,0.0,0.16666666666666666,0.1111111111111111,0.7222222222222222,0.0
FCz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
