,Fp1,F7,FC6,FC2,AF7,AF3,F1,F2
Fp1,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.4,0.0,0.0,0.0,0.2,0.0,0.4,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.3333333333333333,0.0
F2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
