,frontalpole-lh,fusiform-lh,lateraloccipital-lh,lingual-lh,parahippocampal-lh,parsorbitalis-lh,temporalpole-lh,transversetemporal-rh
frontalpole-lh,0.47761194029850745,0.029850746268656716,0.0,0.14925373134328357,0.07462686567164178,0.0,0.05970149253731343,0.208955223880597
fusiform-lh,0.0,0.7906976744186046,0.0,0.0,0.046511627906976744,0.046511627906976744,0.0,0.11627906976744186
lateraloccipital-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lingual-lh,0.234375,0.0,0.0,0.4375,0.3125,0.015625,0.0,0.0
parahippocampal-lh,0.17307692307692307,0.0,0.0,0.4230769230769231,0.40384615384615385,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.07317073170731707,0.0,0.926829268292683,0.0,0.0
temporalpole-lh,0.07692307692307693,0.0,0.0,0.0,0.0,0.057692307692307696,0.8653846153846154,0.0
transversetemporal-rh,0.17543859649122806,0.12280701754385964,0.0,0.0,0.0,0.0,0.0,0.7017543859649122
