,caudalanteriorcingulate-rh,entorhinal-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,pericalcarine-rh,rostralanteriorcingulate-lh,temporalpole-lh
caudalanteriorcingulate-rh,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.46153846153846156,0.0
entorhinal-lh,0.0,0.5909090909090909,0.4090909090909091,0.0,0.0,0.0,0.0,0.0
inferiortemporal-lh,0.0,0.5416666666666666,0.4583333333333333,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.46153846153846156,0.15384615384615385,0.38461538461538464,0.0,0.0
lingual-lh,0.0,0.0,0.0,0.1,0.9,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.0,0.4166666666666667,0.0,0.5833333333333334,0.0,0.0
rostralanteriorcingulate-lh,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
