,entorhinal-lh,fusiform-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh
entorhinal-lh,0.6318471337579618,0.012738853503184714,0.08535031847133757,0.08917197452229299,0.011464968152866241,0.0,0.10828025477707007,0.061146496815286625
fusiform-lh,0.010861132660977503,0.2932505818463926,0.13266097750193948,0.038789759503491075,0.24747866563227308,0.14197051978277736,0.1287820015515904,0.0062063615205585725
isthmuscingulate-rh,0.07296538821328344,0.1449953227315248,0.3938260056127222,0.05986903648269411,0.12909260991580918,0.05519176800748363,0.14405986903648269,0.0
lateralorbitofrontal-lh,0.08,0.05529411764705883,0.07058823529411765,0.5094117647058823,0.07647058823529412,0.01764705882352941,0.052941176470588235,0.1376470588235294
lingual-lh,0.009587020648967551,0.24631268436578171,0.11578171091445427,0.04793510324483776,0.2994100294985251,0.15634218289085547,0.11799410029498525,0.00663716814159292
parahippocampal-lh,0.0,0.19314938154138916,0.07326355851569934,0.014272121788772598,0.2226450999048525,0.37678401522359656,0.10941960038058991,0.010466222645099905
parahippocampal-rh,0.07698541329011345,0.13209076175040518,0.1353322528363047,0.041329011345218804,0.12641815235008103,0.08589951377633712,0.3824959481361426,0.019448946515397084
rostralanteriorcingulate-lh,0.08024691358024691,0.015432098765432098,0.0,0.17746913580246915,0.016975308641975308,0.020061728395061727,0.033950617283950615,0.6558641975308642
