,entorhinal-lh,frontalpole-lh,fusiform-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-lh,0.6549192364170338,0.023494860499265784,0.11160058737151249,0.08370044052863436,0.02936857562408223,0.08516886930983847,0.011747430249632892,0.0
frontalpole-lh,0.020833333333333332,0.7098214285714286,0.049107142857142856,0.0,0.03869047619047619,0.03869047619047619,0.03720238095238095,0.1056547619047619
fusiform-lh,0.08900523560209424,0.03664921465968586,0.5057591623036649,0.014659685863874346,0.31518324607329845,0.0387434554973822,0.0,0.0
isthmuscingulate-rh,0.07902298850574713,0.0,0.02586206896551724,0.6954022988505747,0.08908045977011494,0.06465517241379311,0.04597701149425287,0.0
parahippocampal-lh,0.017526777020447908,0.027263875365141188,0.29892891918208375,0.04965920155793573,0.5803310613437196,0.02629016553067186,0.0,0.0
parahippocampal-rh,0.07142857142857142,0.04285714285714286,0.05285714285714286,0.07,0.04428571428571428,0.6428571428571429,0.045714285714285714,0.03
rostralanteriorcingulate-lh,0.0075,0.035,0.0,0.0375,0.0,0.04,0.61,0.27
rostralanteriorcingulate-rh,0.0,0.09771573604060914,0.0,0.0,0.0,0.025380710659898477,0.2715736040609137,0.6053299492385786
