,entorhinal-lh,frontalpole-lh,fusiform-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
entorhinal-lh,0.42990654205607476,0.07476635514018691,0.16822429906542055,0.037383177570093455,0.018691588785046728,0.2336448598130841,0.037383177570093455,0.0
frontalpole-lh,0.2,0.5285714285714286,0.0,0.0,0.0,0.2714285714285714,0.0,0.0
fusiform-lh,0.3053435114503817,0.0,0.44274809160305345,0.0,0.1984732824427481,0.05343511450381679,0.0,0.0
isthmuscingulate-rh,0.042328042328042326,0.0,0.0,0.9153439153439153,0.0,0.0,0.042328042328042326,0.0
parahippocampal-lh,0.1016949152542373,0.0,0.4576271186440678,0.0,0.4406779661016949,0.0,0.0,0.0
parahippocampal-rh,0.28205128205128205,0.1282051282051282,0.019230769230769232,0.0,0.0,0.4358974358974359,0.11538461538461539,0.019230769230769232
rostralanteriorcingulate-lh,0.05217391304347826,0.0,0.0,0.05217391304347826,0.0,0.14782608695652175,0.5739130434782609,0.17391304347826086
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.05,0.425,0.525
