,frontalpole-lh,frontalpole-rh,fusiform-lh,isthmuscingulate-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,0.2521551724137931,0.22629310344827586,0.0,0.0,0.004310344827586207,0.14224137931034483,0.1400862068965517,0.2349137931034483
frontalpole-rh,0.2292134831460674,0.2606741573033708,0.0,0.0,0.006741573033707865,0.1146067415730337,0.17752808988764046,0.21123595505617979
fusiform-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.075,0.1,0.0,0.0,0.45,0.175,0.0,0.2
medialorbitofrontal-rh,0.22611464968152867,0.17834394904458598,0.0,0.0,0.01910828025477707,0.28662420382165604,0.044585987261146494,0.24522292993630573
rostralanteriorcingulate-lh,0.20198675496688742,0.24834437086092714,0.0,0.0,0.0,0.03642384105960265,0.33774834437086093,0.17549668874172186
rostralanteriorcingulate-rh,0.24197002141327623,0.21199143468950749,0.0,0.0,0.014989293361884369,0.15845824411134904,0.12205567451820129,0.2505353319057816
