,Fp1,FT9,T7,Fp2,AF7,FT7,AF8,AF4
Fp1,0.7454545454545455,0.0,0.0,0.0,0.0,0.0,0.2545454545454545,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7,0.0,0.0,0.9831932773109243,0.0,0.01680672268907563,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.16901408450704225,0.0,0.0,0.0,0.0,0.0,0.8309859154929577,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
