,bankssts-lh,frontalpole-lh,inferiortemporal-lh,isthmuscingulate-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
bankssts-lh,0.7459749552772809,0.04114490161001789,0.01073345259391771,0.06797853309481217,0.026833631484794274,0.059033989266547404,0.04830053667262969,0.0
frontalpole-lh,0.031207598371777476,0.6960651289009498,0.012211668928086838,0.035278154681139755,0.06784260515603799,0.05698778833107191,0.06784260515603799,0.032564450474898234
inferiortemporal-lh,0.008873114463176575,0.007985803016858917,0.3992901508429459,0.13842058562555457,0.3362910381543922,0.049689440993788817,0.050576752440106475,0.008873114463176575
isthmuscingulate-rh,0.029567053854276663,0.025343189017951427,0.18585005279831046,0.4149947201689546,0.16473072861668428,0.10982048574445617,0.06969376979936642,0.0
parahippocampal-lh,0.018518518518518517,0.048500881834215165,0.31128747795414463,0.11992945326278659,0.43209876543209874,0.03439153439153439,0.026455026455026454,0.008818342151675485
rostralanteriorcingulate-lh,0.02608695652173913,0.03826086956521739,0.05391304347826087,0.09130434782608696,0.0391304347826087,0.4573913043478261,0.2565217391304348,0.03739130434782609
rostralanteriorcingulate-rh,0.01972555746140652,0.04202401372212693,0.05060034305317324,0.058319039451114926,0.0274442538593482,0.2564322469982847,0.4974271012006861,0.048027444253859346
temporalpole-lh,0.0,0.02482758620689655,0.011034482758620689,0.0,0.019310344827586208,0.06206896551724138,0.07172413793103448,0.8110344827586207
