,bankssts-rh,frontalpole-lh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh
bankssts-rh,0.5758218451749735,0.010604453870625663,0.0,0.12407211028632026,0.1261930010604454,0.043478260869565216,0.0911983032873807,0.02863202545068929
frontalpole-lh,0.018604651162790697,0.7286821705426356,0.03565891472868217,0.0,0.024806201550387597,0.15038759689922482,0.04186046511627907,0.0
frontalpole-rh,0.0,0.04602510460251046,0.8556485355648535,0.02510460251046025,0.0,0.0397489539748954,0.0,0.03347280334728033
fusiform-rh,0.08387096774193549,0.0,0.01003584229390681,0.3734767025089606,0.2129032258064516,0.0,0.26738351254480286,0.052329749103942655
inferiortemporal-rh,0.0974169741697417,0.00959409594095941,0.0,0.23247232472324722,0.34243542435424357,0.0,0.28413284132841327,0.03394833948339483
parahippocampal-lh,0.05657492354740061,0.12996941896024464,0.035168195718654434,0.0,0.0,0.7737003058103975,0.0,0.0045871559633027525
parahippocampal-rh,0.06050531914893617,0.01928191489361702,0.0,0.25199468085106386,0.25,0.0013297872340425532,0.3690159574468085,0.047872340425531915
temporalpole-lh,0.039647577092511016,0.0,0.023494860499265784,0.10719530102790015,0.06167400881057269,0.007342143906020558,0.09691629955947137,0.6637298091042585
