,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parahippocampal-lh,parsorbitalis-lh,parstriangularis-lh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.48484848484848486,0.0,0.21212121212121213,0.0,0.0,0.0,0.30303030303030304,0.0
lateralorbitofrontal-lh,0.0,0.4146341463414634,0.0975609756097561,0.0,0.17073170731707318,0.3170731707317073,0.0,0.0
medialorbitofrontal-lh,0.23684210526315788,0.0,0.5263157894736842,0.0,0.0,0.0,0.23684210526315788,0.0
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-lh,0.0,0.2727272727272727,0.0,0.0,0.48484848484848486,0.24242424242424243,0.0,0.0
parstriangularis-lh,0.0,0.29545454545454547,0.022727272727272728,0.0,0.13636363636363635,0.5454545454545454,0.0,0.0
rostralanteriorcingulate-lh,0.2682926829268293,0.0,0.17073170731707318,0.0,0.0,0.0,0.5609756097560976,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
