,TP9,O1,C4,FT10,Fp2,AF3,AFz,PO3
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.4420289855072464,0.3188405797101449,0.2391304347826087,0.0
AF3,0.0,0.0,0.0,0.0,0.36666666666666664,0.35833333333333334,0.275,0.0
AFz,0.0,0.0,0.0,0.0,0.336734693877551,0.336734693877551,0.32653061224489793,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
