,cuneus-lh,frontalpole-rh,insula-rh,lateraloccipital-lh,paracentral-lh,paracentral-rh,posteriorcingulate-lh,rostralanteriorcingulate-lh
cuneus-lh,0.4462686567164179,0.013432835820895522,0.0,0.33134328358208953,0.0,0.15223880597014924,0.056716417910447764,0.0
frontalpole-rh,0.022964509394572025,0.6200417536534447,0.0,0.10855949895615867,0.0,0.0,0.0,0.24843423799582465
insula-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.26872770511296074,0.059453032104637336,0.0,0.36623067776456597,0.0356718192627824,0.17122473246135553,0.09869203329369798,0.0
paracentral-lh,0.0,0.0,0.0,0.07960199004975124,0.43781094527363185,0.1318407960199005,0.35074626865671643,0.0
paracentral-rh,0.18213660245183888,0.0,0.0,0.2521891418563923,0.0893169877408056,0.29422066549912435,0.18213660245183888,0.0
posteriorcingulate-lh,0.0711743772241993,0.0,0.0,0.1512455516014235,0.24733096085409254,0.18861209964412812,0.3416370106761566,0.0
rostralanteriorcingulate-lh,0.0,0.29846938775510207,0.0,0.0,0.0,0.0,0.0,0.701530612244898
