,Fp1,F7,FT9,P4,Fp2,AFz,AF8,F2
Fp1,0.26666666666666666,0.26666666666666666,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667
F7,0.26666666666666666,0.26666666666666666,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.25,0.25,0.0,0.0,0.16666666666666666,0.25,0.0,0.08333333333333333
AFz,0.26666666666666666,0.26666666666666666,0.0,0.0,0.13333333333333333,0.26666666666666666,0.0,0.06666666666666667
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.2222222222222222,0.2222222222222222,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111
