,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,insula-rh,isthmuscingulate-rh,paracentral-lh,parahippocampal-rh,rostralanteriorcingulate-rh
caudalanteriorcingulate-lh,0.3991064780342517,0.0,0.0,0.18317200297840655,0.09456440804169769,0.10722263588979895,0.21593447505584512,0.0
frontalpole-lh,0.0,0.5417322834645669,0.30078740157480316,0.0,0.0,0.0,0.0,0.15748031496062992
frontalpole-rh,0.0,0.29411764705882354,0.45098039215686275,0.0,0.0,0.0,0.0,0.2549019607843137
insula-rh,0.18608169440242056,0.0,0.0,0.47579425113464446,0.09379727685325265,0.04311649016641452,0.20121028744326777,0.0
isthmuscingulate-rh,0.14530892448512586,0.0,0.0,0.14416475972540047,0.4302059496567506,0.11556064073226545,0.14530892448512586,0.019450800915331808
paracentral-lh,0.17401960784313725,0.0,0.0,0.06985294117647059,0.1213235294117647,0.5661764705882353,0.06862745098039216,0.0
parahippocampal-rh,0.2523933855526545,0.0,0.0,0.23150565709312446,0.11053089643167972,0.050478677110530897,0.35509138381201044,0.0
rostralanteriorcingulate-rh,0.0,0.19805825242718447,0.3359223300970874,0.0,0.03300970873786408,0.0,0.0,0.4330097087378641
