,Fp2,AF7,AFz,F5,F6,AF8,AF4,F2
Fp2,0.32947976878612717,0.3352601156069364,0.3352601156069364,0.0,0.0,0.0,0.0,0.0
AF7,0.3258426966292135,0.33707865168539325,0.33707865168539325,0.0,0.0,0.0,0.0,0.0
AFz,0.3258426966292135,0.33707865168539325,0.33707865168539325,0.0,0.0,0.0,0.0,0.0
F5,0.0,0.0,0.0,0.4666666666666667,0.21904761904761905,0.0,0.0,0.3142857142857143
F6,0.0,0.0,0.0,0.34285714285714286,0.3142857142857143,0.0,0.0,0.34285714285714286
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.0,0.0,0.38202247191011235,0.25842696629213485,0.0,0.0,0.3595505617977528
