subject,session,condition,sigma_ratio,sigma_eig,ci_low,ci_high,ci_method,state,window
S25,Sess01,MOTOR_EXECUTION-LEFT,0.9999707792207793,1.0000000000000013,0.9908334686147185,1.009682088744589,bootstrap,critical,fullwin_broadband
S25,Sess01,MOTOR_EXECUTION-RIGHT,1.0001383460121325,1.0000000000000029,0.9927515007915493,1.0078360319561774,bootstrap,critical,fullwin_broadband
S25,Sess01,MOTOR_IMAGERY-LEFT,1.0006030359023061,1.0000000000000024,0.9971701390343269,1.0045068128183121,bootstrap,critical,fullwin_broadband
S25,Sess01,MOTOR_IMAGERY-RIGHT,1.000486321851105,0.9999999999999991,0.9967201886520841,1.0043769231114956,bootstrap,critical,fullwin_broadband
S25,Sess01,MOTOR_EXECUTION,1.0000545626164559,1.0000000000000022,0.9917924847031339,1.0087590603503833,bootstrap,critical,fullwin_broadband
S25,Sess01,MOTOR_IMAGERY,1.0005446788767056,1.0000000000000009,0.9969451638432055,1.0044418679649039,bootstrap,critical,fullwin_broadband
S25,Sess01,LEFT,1.0002869075615428,1.0000000000000018,0.9940018038245227,1.0070944507814505,bootstrap,critical,fullwin_broadband
S25,Sess01,RIGHT,1.000312333931619,1.0000000000000009,0.9947358447218166,1.0061064775338364,bootstrap,critical,fullwin_broadband
S25,Sess01,LEFT_vs_RIGHT,-2.5426370076075955e-05,0.0,-0.012104673709313674,0.012358606059633903,bootstrap,delta,fullwin_broadband
S25,Sess01,IMAGERY_vs_EXECUTION,0.0004901162602497511,0.0,-0.01181389650717779,0.012649383261770009,bootstrap,delta,fullwin_broadband
S25,Sess01,ME_LEFT_vs_ME_RIGHT,-0.00016756679135321306,0.0,-0.017002563341458887,0.0169305879530397,bootstrap,delta,fullwin_broadband
S25,Sess01,MI_LEFT_vs_MI_RIGHT,0.00011671405120106115,0.0,-0.007206784077168682,0.007786624166227996,bootstrap,delta,fullwin_broadband
