,Fp1,F7,P8,TP10,FT10,F8,AF7,AF8
Fp1,0.5547445255474452,0.0,0.0,0.0,0.0,0.0,0.0,0.44525547445255476
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.5020576131687243,0.0,0.0,0.0,0.0,0.0,0.0,0.49794238683127573
