,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.8076923076923077,0.0,0.0,0.0,0.19230769230769232,0.0,0.0
lateraloccipital-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.7441860465116279,0.0,0.2558139534883721,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.6417910447761194,0.0,0.0,0.3582089552238806
pericalcarine-rh,0.0,0.0684931506849315,0.0,0.1780821917808219,0.0,0.7534246575342466,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.922077922077922,0.07792207792207792
transversetemporal-rh,0.0,0.0,0.0,0.0,0.34177215189873417,0.0,0.05063291139240506,0.6075949367088608
