,bankssts-lh,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-lh,parahippocampal-lh,posteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,0.7597765363128491,0.0,0.00558659217877095,0.0,0.0,0.0,0.2346368715083799,0.0
frontalpole-lh,0.0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0
frontalpole-rh,0.017964071856287425,0.0,0.9640718562874252,0.0,0.0,0.0,0.0,0.017964071856287425
fusiform-lh,0.0,0.0,0.0,0.4675324675324675,0.05844155844155844,0.42207792207792205,0.05194805194805195,0.0
medialorbitofrontal-lh,0.0,0.07224334600760456,0.0,0.10266159695817491,0.7262357414448669,0.09885931558935361,0.0,0.0
parahippocampal-lh,0.0,0.0,0.0,0.44755244755244755,0.06060606060606061,0.44522144522144524,0.046620046620046623,0.0
posteriorcingulate-lh,0.11515151515151516,0.0,0.0,0.08484848484848485,0.0,0.07272727272727272,0.7272727272727273,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.04597701149425287,0.0,0.0,0.0,0.0,0.9540229885057471
