,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-rh,parahippocampal-rh,pericalcarine-rh,temporalpole-rh,transversetemporal-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5422222222222223,0.0,0.4444444444444444,0.0,0.013333333333333334,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.48081841432225064,0.0,0.14578005115089515,0.22250639386189258,0.0741687979539642,0.07672634271099744
medialorbitofrontal-rh,0.0,0.32,0.0,0.6276923076923077,0.0,0.015384615384615385,0.0,0.036923076923076927
parahippocampal-rh,0.0,0.0,0.18394648829431437,0.0,0.3277591973244147,0.11036789297658862,0.23411371237458195,0.14381270903010032
pericalcarine-rh,0.0,0.0199203187250996,0.3386454183266932,0.027888446215139442,0.13147410358565736,0.44223107569721115,0.0,0.0398406374501992
temporalpole-rh,0.0,0.0,0.10676156583629894,0.0,0.24199288256227758,0.0,0.4804270462633452,0.1708185053380783
transversetemporal-rh,0.0,0.0,0.07951070336391437,0.04281345565749235,0.11926605504587157,0.04281345565749235,0.1345565749235474,0.581039755351682
