,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.15853658536585366,0.10975609756097561,0.17073170731707318,0.17073170731707318,0.14634146341463414,0.0975609756097561,0.13414634146341464,0.012195121951219513
inferiorparietal-rh,0.14705882352941177,0.1323529411764706,0.14705882352941177,0.14705882352941177,0.14705882352941177,0.11764705882352941,0.14705882352941177,0.014705882352941176
parsopercularis-lh,0.15476190476190477,0.10714285714285714,0.19047619047619047,0.16666666666666666,0.14285714285714285,0.09523809523809523,0.13095238095238096,0.011904761904761904
rostralmiddlefrontal-lh,0.1566265060240964,0.10843373493975904,0.18072289156626506,0.1686746987951807,0.14457831325301204,0.0963855421686747,0.13253012048192772,0.012048192771084338
rostralmiddlefrontal-rh,0.1625,0.1125,0.1625,0.1625,0.15,0.1,0.1375,0.0125
superiorfrontal-rh,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.12698412698412698,0.14285714285714285,0.015873015873015872
superiortemporal-lh,0.15584415584415584,0.11688311688311688,0.15584415584415584,0.15584415584415584,0.15584415584415584,0.1038961038961039,0.14285714285714285,0.012987012987012988
superiortemporal-rh,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.06666666666666667
